,title,sort,date,genre,genre.2,genre.3,int.ext.ratio,int.ext.weighted,int.percent,int.weight.ratio
261,Fatal-Instinct, 342,2014,action,,,3.5405405405,2.0528524695,0.7797619048,0.5798132929
262,Fear-and-Loathing-in-Las-Vegas, 344,1998,comedy,,,1.2978723404,0.77430088,0.5648148148,0.5965924813
263,Feast, 345,2005,action,comedy,horror,1.7567567568,1.3971123072,0.637254902,0.7952793134
264,Field-of-Dreams, 347,1989,fantasy,family,drama,1.5294117647,0.8794530407,0.6046511628,0.5750269881
265,"Fifth-Element,-The", 348,1997,action,adventure,drama,4.4615384615,3.2366353095,0.8169014085,0.7254527418
266,Fight-Club, 349,1999,drama,,,2.5671641791,1.5934927756,0.719665272,0.6207210231
267,"Fighter,-The", 350,2010,drama,drama,sport,0.5714285714,0.1815324539,0.3636363636,0.3176817944
268,Final-Destination, 352,2000,horror,action,,1.5925925926,0.8057216288,0.6142857143,0.505918232
269,Final-Destination-2, 351,2003,horror,action,,2.0303030303,0.8920303127,0.67,0.4393582137
270,Flight, 357,2012,drama,action,,2.7352941176,1.851849511,0.7322834646,0.6770202514
271,"Flintstones,-The", 358,1994,comedy,drama,fantasy,1.0769230769,0.555354674,0.5185185185,0.515686483
272,Forrest-Gump, 359,1994,drama,drama,,0.4769230769,0.2708569038,0.3229166667,0.5679257661
273,Four-Rooms, 360,1995,comedy,crime,,4,3.1752727273,0.8,0.7938181818
274,Fracture, 361,2007,crime,drama,fantasy,5.0454545455,2.9017398869,0.8345864662,0.5751196172
275,Freaked, 364,1993,sci-fi,comedy,,2.380952381,1.2904835326,0.7042253521,0.5420030837
276,Freddy-vs.-Jason, 365,2003,horror,action,,1.8888888889,0.9793891614,0.6538461538,0.5185001443
277,Friday-the-13th, 368,2009,horror,,,0.5581395349,0.3715200973,0.3582089552,0.6656401744
278,Friday-the-13th-Part-VIII-Jason-Takes-Manhattan, 367,1989,horror,,,1.1666666667,0.6169871795,0.5384615385,0.5288461538
279,Fright-Night, 370,2011,comedy,horror,,2.4193548387,1.2162096,0.7075471698,0.502699968
280,From-Dusk-Till-Dawn, 371,2014,action,crime,horror,1.1333333333,0.9196142514,0.53125,0.8114243395
281,Frozen, 375,2010,drama,action,,0.0652173913,0.027849934,0.0612244898,0.4270323213
282,Frozen-(Disney), 373,2013,comedy,adventure,comedy,1.027027027,0.4655561777,0.5066666667,0.4533046994
283,Frozen-River, 374,2008,crime,drama,,1.0857142857,0.5746760483,0.5205479452,0.5293068866
284,Fruitvale-Station, 376,2013,drama,drama,drama,3.0357142857,1.6161985292,0.7522123894,0.5323948096
285,"Fugitive,-The", 377,1993,action,adventure,crime,2.5824175824,1.4334713227,0.7208588957,0.5550888952
286,Funny-People, 378,2009,comedy,drama,,4.2333333333,2.6042034034,0.8089171975,0.6151661583
287,G.I.-Jane, 379,1997,action,drama,,0.7843137255,0.4693720543,0.4395604396,0.5984493692
288,G.I.-Joe-The-Rise-of-Cobra, 380,2009,sci-fi,adventure,comedy,2.1568627451,1.2521925344,0.6832298137,0.5805619932
289,Game-6, 381,2005,comedy,drama,sport,3.44,2.594893769,0.7747747748,0.754329584
290,Gamer, 383,2009,sci-fi,drama,action,2,1.2207608941,0.6666666667,0.6103804471
291,Gang-Related, 385,1997,action,crime,drama,2.8,1.890033312,0.7368421053,0.6750118971
292,Gangs-of-New-York, 386,2002,crime,drama,history,1.2083333333,0.5713853249,0.5471698113,0.4728706137
293,Garden-State, 387,2004,comedy,drama,drama,2.2222222222,1.2792246345,0.6896551724,0.5756510855
294,Gattaca, 388,1997,sci-fi,drama,action,2.9736842105,1.5693358429,0.7483443709,0.5277412569
295,Get-Carter, 389,2000,action,crime,drama,1.2461538462,0.7296853554,0.5547945205,0.5855499765
296,Get-Low, 390,2009,fantasy,drama,,1.4038461538,0.838706311,0.584,0.5974346325
297,Ghost, 396,1990,fantasy,drama,drama,2.6296296296,1.8603948343,0.7244897959,0.7074740919
298,Ghost-Rider, 393,2007,fantasy,action,action,1.484375,0.750780504,0.5974842767,0.5057889711
299,Ghost-Ship, 394,2002,horror,fantasy,,1.9101123596,1.1232566674,0.6563706564,0.5880579023
300,Ghost-World, 395,2001,comedy,drama,,2.1764705882,1.5536943412,0.6851851852,0.7138595622
301,Ghostbusters-2, 397,1989,fantasy,comedy,,1.40625,0.942660278,0.5844155844,0.6703361977
302,Ginger-Snaps, 399,2000,fantasy,drama,horror,1.7804878049,0.9803758392,0.6403508772,0.5506220467
303,"Girl-with-the-Dragon-Tattoo,-The", 400,2011,crime,drama,fantasy,1.6458333333,1.1292472558,0.6220472441,0.6861249149
304,Gladiator, 401,2000,action,drama,,0.698630137,0.4476022662,0.4112903226,0.6406855967
305,Go, 403,1999,comedy,crime,action,2.2363636364,1.3455290223,0.691011236,0.6016593189
306,"Godfather-Part-III,-The", 405,1990,crime,drama,,0.7674418605,0.4495721828,0.4342105263,0.5858061776
307,Gods-and-Monsters, 407,1998,drama,drama,,2.5454545455,1.2699544464,0.7179487179,0.4989106754
308,Godzilla, 408,2014,sci-fi,adventure,action,1.3140495868,0.7019517059,0.5678571429,0.534189663
309,Good-Will-Hunting, 411,1997,drama,,,1.5,1.0888770623,0.6,0.7259180415
310,Gothika, 412,2003,horror,action,,3.6764705882,2.3049171566,0.786163522,0.6269374666
311,Gran-Torino, 414,2008,drama,,,1.2083333333,0.6229465927,0.5471698113,0.5155420077
312,Grand-Theft-Parsons, 416,2003,comedy,comedy,drama,1.8269230769,1.081725337,0.6462585034,0.5921022897
313,"Green-Mile,-The", 419,1999,crime,drama,fantasy,2.6206896552,1.5618707887,0.7238095238,0.5959770115
314,Gremlins-2, 420,1990,comedy,horror,,4.8636363636,3.3351053724,0.8294573643,0.6857225999
315,"Grifters,-The", 422,1990,crime,drama,action,2.1020408163,1.4553651782,0.6776315789,0.6923581916
316,Grosse-Point-Blank, 423,1997,comedy,crime,drama,2.6666666667,1.5536173261,0.7272727273,0.5826064973
317,Groundhog-Day, 424,1993,comedy,fantasy,drama,1.3389830508,0.6960896644,0.5724637681,0.5198644329
318,"Grudge,-The", 425,2004,horror,fantasy,action,4.1071428571,2.5025401595,0.8041958042,0.6093141258
319,Hackers, 426,1995,comedy,crime,drama,4.0454545455,2.4159114647,0.8018018018,0.597191598
320,Hall-Pass, 427,2011,comedy,drama,,2.0571428571,1.2909370638,0.6728971963,0.6275388504
321,Hancock, 428,2008,fantasy,action,,1.1666666667,0.635590333,0.5384615385,0.544791714
322,"Hangover,-The", 429,2009,comedy,,,1.8275862069,1.0454669,0.6463414634,0.5720479264
323,Hanna, 430,2011,action,adventure,action,1.4810126582,0.801667203,0.5969387755,0.5412966584
324,Hard-Rain, 435,1998,action,crime,drama,0.7261904762,0.3612153557,0.4206896552,0.4974113094
325,Hard-to-Kill, 436,1990,action,drama,crime,1.3333333333,0.8492932222,0.5714285714,0.6369699166
326,Harold-and-Kumar-Go-to-White-Castle, 437,2004,comedy,comedy,,1.2058823529,0.733327808,0.5466666667,0.6081254993
327,"Haunting,-The", 438,1999,fantasy,horror,fantasy,4.9333333333,2.9420470461,0.8314606742,0.5963608877
328,He's-Just-Not-That-Into-You, 439,2009,comedy,drama,drama,4.85,2.9836387435,0.8290598291,0.6151832461
329,Heat, 440,1995,action,crime,drama,1.623655914,0.855493682,0.618852459,0.5268934598
330,Heathers, 441,1988,comedy,crime,drama,2.1481481481,1.2269595345,0.6823529412,0.5711708178
331,Heavenly-Creatures, 442,1994,drama,crime,drama,1.609375,0.9050783775,0.6167664671,0.5623787977
332,"Hebrew-Hammer,-The", 443,2003,comedy,,,1.1034482759,0.8525394877,0.5245901639,0.7726139108
333,Heist, 444,2001,action,crime,drama,1.5,0.6658252427,0.6,0.4438834951
334,Hellbound-Hellraiser-II, 445,1988,horror,action,,11.625,8.7027681983,0.9207920792,0.7486252214
335,Hellboy, 447,2004,fantasy,action,sci-fi,1.92,1.0730352338,0.6575342466,0.5588725176
336,Hellboy-2-The-Golden-Army, 446,2008,action,adventure,fantasy,1.7826086957,0.9650296024,0.640625,0.5413580697
337,Hellraiser, 451,1987,horror,,,5.5357142857,3.9040867389,0.8469945355,0.7052543786
338,Hellraiser-3-Hell-on-Earth, 448,1992,horror,,,3.3846153846,2.0941362083,0.7719298246,0.6187220615
339,Hellraiser-Deader, 449,2005,horror,fantasy,action,5.3333333333,4.1785324031,0.8421052632,0.7834748256
340,Hellraiser-Hellseeker, 450,2002,horror,fantasy,action,4.45,2.858098848,0.8165137615,0.6422694041
341,"Help,-The", 452,2011,drama,,,3.3409090909,2.0072474172,0.7696335079,0.6008087507
342,Henry-Fool, 453,1997,comedy,drama,,2.8048780488,1.7758680858,0.7371794872,0.6331355784
343,Henry's-Crime, 454,2010,comedy,crime,drama,2.5,1.6300288576,0.7142857143,0.652011543
344,Hesher, 455,2010,drama,,,1.6981132075,1.0729372008,0.6293706294,0.631840796
345,High-Fidelity, 456,2000,comedy,drama,music,2.3448275862,1.5861797179,0.7010309278,0.6764589973
346,"Hills-Have-Eyes,-The", 458,2006,horror,action,,0.6764705882,0.3725205632,0.4035087719,0.5506825717
347,Hitchcock, 460,2012,drama,drama,,3.0857142857,1.5646223991,0.7552447552,0.5070535553
348,"Hitchhiker's-Guide-to-the-Galaxy,-The", 461,2005,sci-fi,comedy,sci-fi,1.5789473684,0.9323950287,0.612244898,0.5905168515
349,Hollow-Man, 462,2000,sci-fi,action,,16.1666666667,8.6266044806,0.9417475728,0.5336044009
350,Honeydripper, 463,2007,crime,drama,history,0.75,0.4906669946,0.4285714286,0.6542226594
351,Horrible-Bosses, 464,2011,comedy,crime,,2.5294117647,1.5591510404,0.7166666667,0.6164085508
352,"Horse-Whisperer,-The", 465,1998,drama,drama,western,0.980952381,0.4621979016,0.4951923077,0.4711726182
353,Hostage, 467,2005,crime,drama,fantasy,2.0196078431,0.9547124499,0.6688311688,0.4727216985
354,Hot-Tub-Time-Machine, 468,2010,comedy,sci-fi,,1.1794871795,0.7493043114,0.5411764706,0.6352797423
355,Hotel-Rwanda, 469,2004,drama,history,war,1.3253012048,0.6766451409,0.5699481865,0.5105595154
356,House-of-1000-Corpses, 470,2003,horror,,,1.2857142857,0.9648265597,0.5625,0.7504206575
357,How-to-Lose-Friends-&-Alienate-People, 471,2008,comedy,drama,drama,3.8333333333,1.7759291094,0.7931034483,0.4632858546
358,How-to-Train-Your-Dragon, 473,2010,comedy,adventure,family,0.2592592593,0.1178697076,0.2058823529,0.4546403009
359,How-to-Train-Your-Dragon-2, 472,2014,comedy,action,adventure,0.4074074074,0.1725545468,0.2894736842,0.4235429785
360,Hudson-Hawk, 474,1991,action,adventure,comedy,2,1.2832147186,0.6666666667,0.6416073593
361,"Hudsucker-Proxy,-The", 475,1994,comedy,,,2.6666666667,1.2509984639,0.7272727273,0.469124424
362,Human-Nature, 476,2001,comedy,drama,,3.1081081081,1.7734587954,0.7565789474,0.5705910907
363,I-Am-Number-Four, 478,2011,sci-fi,adventure,action,1.472972973,0.8247050264,0.5956284153,0.5598914858
364,I-am-Sam, 479,2001,drama,,,2.6842105263,1.798146267,0.7285714286,0.6698976289
365,I-Love-You-Phillip-Morris, 480,2009,drama,comedy,crime,3.8095238095,1.9510061842,0.7920792079,0.5121391234
366,I-Still-Know-What-You-Did-Last-Summer, 481,1997,horror,fantasy,action,1.6341463415,0.8130351597,0.6203703704,0.4975289783
367,"I,-Robot", 482,2004,sci-fi,fantasy,action,2.3720930233,1.5847915513,0.7034482759,0.6680983991
368,I'll-Do-Anything, 483,1994,comedy,drama,,3,1.7615675842,0.75,0.5871891947
369,"Ice-Storm,-The", 484,1997,drama,,,2.2678571429,1.6717822214,0.693989071,0.7371638142
370,"Ides-of-March,-The", 485,2011,drama,,,1.9,1.3510493338,0.6551724138,0.7110785967
371,In-the-Bedroom, 487,2001,crime,drama,,0.4181818182,0.2531226564,0.2948717949,0.6052933089
372,In-the-Loop, 488,2009,comedy,,,6.625,4.5999344543,0.868852459,0.694329729
373,Inception, 489,2010,fantasy,action,drama,3.4333333333,1.7898550725,0.7744360902,0.5213170114
374,Indiana-Jones-and-the-Last-Crusade, 491,1989,action,adventure,,1.1176470588,0.7190927057,0.5277777778,0.6433987367
375,Indiana-Jones-IV, 494,2008,action,adventure,,1.3018867925,0.7491433748,0.5655737705,0.575428969
376,"Insider,-The", 497,1999,drama,drama,action,2.9215686275,1.8892658991,0.745,0.6466614823
377,Insidious, 498,2010,fantasy,horror,drama,11.8333333333,7.3907577207,0.9220779221,0.624571075
378,Insomnia, 499,2002,fantasy,action,,1.4918032787,0.86668242,0.5986842105,0.5809629409
379,Interview-with-the-Vampire, 500,1994,fantasy,drama,horror,1.0454545455,0.6660227306,0.5111111111,0.6370652206
380,Into-the-Wild, 501,2007,drama,drama,drama,0.4819277108,0.2809012308,0.325203252,0.582870054
381,Intolerable-Cruelty, 502,2003,comedy,crime,drama,6.6666666667,2.2661596958,0.8695652174,0.3399239544
382,Inventing-the-Abbotts, 503,1997,drama,drama,,0.8409090909,0.4991892215,0.4567901235,0.5936304256
383,"Invention-of-Lying,-The", 504,2009,comedy,fantasy,,2.9444444444,1.6002816732,0.7464788732,0.543491889
384,Invictus, 505,2009,drama,drama,history,1.47,0.8423114969,0.5951417004,0.5730010183
385,"Iron-Lady,-The", 506,2011,drama,drama,history,9.6666666667,6.3986837548,0.90625,0.6619328022
386,"Island,-The", 507,2005,sci-fi,adventure,action,2.4285714286,1.1440089581,0.7083333333,0.4710625122
387,It's-Complicated, 510,2009,comedy,drama,,2.16,1.3190306947,0.6835443038,0.6106623586
388,"Italian-Job,-The", 511,2003,action,crime,action,1.7448979592,1.1073998979,0.6356877323,0.6346502339
389,"Jacket,-The", 512,2005,fantasy,horror,action,3.1555555556,1.3626754332,0.7593582888,0.431833764
390,Jackie-Brown, 513,1997,crime,drama,action,2.4482758621,1.6883957644,0.71,0.689626439
391,Jacob's-Ladder, 514,1997,crime,drama,action,2.4482758621,1.5962121356,0.71,0.6519739709
392,Jane-Eyre, 515,2011,drama,drama,,2.2857142857,1.3806977355,0.6956521739,0.6040552593
393,Jason-X, 516,2001,horror,sci-fi,action,6.0357142857,3.8041153356,0.8578680203,0.6302676296
394,Jay-and-Silent-Bob-Strike-Back, 519,2001,comedy,,,0.8356164384,0.5884380986,0.4552238806,0.704196413
395,Jennifer-Eight, 520,1992,crime,drama,fantasy,2.3518518519,1.4566236476,0.7016574586,0.6193517872
396,Jennifer's-Body, 521,2009,comedy,horror,,1.6315789474,0.8894407684,0.62,0.5451411161
397,Jerry-Maguire, 522,1996,comedy,drama,drama,4.0909090909,2.03007226,0.8035714286,0.4962398858
398,Jimmy-and-Judy, 524,2006,crime,drama,action,1.5263157895,0.7451699637,0.6041666667,0.4882148038
399,Judge-Dredd, 525,1995,sci-fi,crime,action,1.3225806452,0.8834984906,0.5694444444,0.6680110539
400,Juno, 526,2007,comedy,drama,drama,2.1351351351,1.42467646,0.6810344828,0.6672535319
401,Jurassic-Park-The-Lost-World, 527,1997,sci-fi,adventure,action,0.4838709677,0.2275237464,0.3260869565,0.4702157426
402,Kalifornia, 530,1993,crime,action,,0.9903846154,0.6378360737,0.4975845411,0.644028657
403,Kate-&-Leopold, 531,2001,comedy,fantasy,drama,3.1290322581,2.2163841067,0.7578125,0.7083289413
404,Kids, 533,1995,drama,,,2.3333333333,0.8065591021,0.7,0.3456681866
405,"Kids-Are-All-Right,-The", 532,2010,comedy,drama,,1.9428571429,0.9681621674,0.6601941748,0.4983187626
406,Kill-Bill-Volume-1-&-2, 534,2003,action,,,2.0357142857,1.1491739069,0.6705882353,0.5645064806
407,Killing-Zoe, 535,1993,crime,drama,action,13.4285714286,12.3450894942,0.9306930693,0.9193151751
408,King-Kong, 536,2005,action,adventure,drama,0.5424836601,0.2816950985,0.3516949153,0.5192692779
409,"Kingdom,-The", 539,2007,action,drama,action,0.9487179487,0.5476470332,0.4868421053,0.5772495756
410,Klute, 541,2007,comedy,drama,drama,1.875,1.3732226351,0.652173913,0.7323854054
411,Kramer-vs-Kramer, 543,1997,drama,drama,history,2.5945945946,1.7536112026,0.7218045113,0.6758709843
412,Kung-Fu-Panda, 544,2008,action,action,adventure,0.7647058824,0.4769728441,0.4333333333,0.6237337192
413,L.A.-Confidential, 545,1997,crime,drama,fantasy,1.703125,1.1034434691,0.6300578035,0.6478934131
414,Labor-of-Love, 546,2014,drama,,,1.0943396226,0.6043002038,0.5225225225,0.5522053587
415,Lake-Placid, 549,1999,comedy,horror,sci-fi,0.2837837838,0.1348307048,0.2210526316,0.4751177218
416,Land-of-the-Dead, 550,2005,horror,,,0.8292682927,0.4584862485,0.4533333333,0.5528804762
417,Larry-Crowne, 551,2011,comedy,drama,drama,0.6835443038,0.4655101609,0.4060150376,0.6810241242
418,"Last-Boy-Scout,-The", 552,1991,action,comedy,crime,1.1785714286,0.7018526789,0.5409836066,0.5955113639
419,Last-Chance-Harvey, 553,2008,drama,drama,,2.275,1.4199173933,0.6946564885,0.6241395135
420,"Last-Flight,-The", 554,2009,drama,drama,drama,1.375,0.7279585059,0.5789473684,0.5294243679
421,"Last-Samurai,-The", 556,2003,action,drama,history,0.8829787234,0.4498683611,0.4689265537,0.5094894692
422,"Last-Station,-The", 557,2009,drama,drama,drama,1.3396226415,0.7163826575,0.5725806452,0.534764519
423,Last-Tango-in-Paris, 559,2009,crime,drama,action,1.9333333333,1.3672656539,0.6590909091,0.7072063727
424,Legally-Blonde, 560,2001,comedy,drama,,3.2,1.7237244721,0.7619047619,0.5386638975
425,Legion, 562,2010,fantasy,action,horror,1.5,0.8018527548,0.6,0.5345685032
426,Les-Miserables, 563,2012,drama,musical,drama,0.8169014085,0.4184672381,0.4496124031,0.5122616191
427,Leviathan, 564,1989,horror,horror,fantasy,18,11.2418247881,0.9473684211,0.6245458216
428,Liar-Liar, 565,1997,fantasy,comedy,,3.2105263158,1.0637654275,0.7625,0.3313367725
429,Life, 568,2015,drama,drama,,0.5609756098,0.3067287283,0.359375,0.5467772982
430,"Life-of-David-Gale,-The", 566,2003,crime,drama,action,1.6923076923,1.1580616974,0.6285714286,0.6843091848
431,Life-of-Pi, 567,2012,fantasy,drama,fantasy,0.4022988506,0.2348105831,0.2868852459,0.5836720208
432,"Limey,-The", 570,1999,crime,drama,fantasy,1.05,0.6300051319,0.512195122,0.6000048875
433,Limitless, 571,2011,fantasy,sci-fi,action,3.1333333333,1.8207929468,0.7580645161,0.581104132
434,Lincoln, 573,2012,drama,drama,history,2.5,1.6252746767,0.7142857143,0.6501098707
435,"Lincoln-Lawyer,-The", 572,2011,crime,drama,action,3.375,2.3335604382,0.7714285714,0.691425315
436,Little-Athens, 574,2005,comedy,crime,drama,1.0540540541,0.5399538661,0.5131578947,0.5122639243
437,Little-Nicky, 576,2000,fantasy,comedy,,0.9402985075,0.5380028213,0.4846153846,0.5721617306
438,Living-in-Oblivion, 577,1995,comedy,drama,,21.2,10.4006041466,0.954954955,0.4905945352
439,"Lock,-Stock-and-Two-Smoking-Barrels", 578,1998,comedy,crime,,4.1923076923,2.6474064095,0.8074074074,0.6314914371
440,Logan's-Run, 580,1996,fantasy,drama,drama,0.8823529412,0.5399398192,0.46875,0.6119317951
441,"Long-Kiss-Goodnight,-The", 581,1996,action,crime,drama,0.9861111111,0.5372147664,0.4965034965,0.5447811716
442,Looper, 582,2012,sci-fi,crime,action,1.045751634,0.6287473848,0.5111821086,0.6012396868
443,Lord-of-Illusions, 583,1995,horror,mystyery,action,2.4509803922,1.5539803098,0.7102272727,0.6340239664
444,"Lord-of-the-Rings-Fellowship-of-the-Ring,-The", 584,2001,fantasy,action,,0.6235294118,0.3263873853,0.384057971,0.523451467
445,Lord-of-the-Rings-Return-of-the-King, 585,2003,fantasy,action,,0.2307692308,0.1432795088,0.1875,0.6208778713
446,Lord-of-War, 587,2005,crime,drama,action,1.3389830508,0.5825431843,0.5724637681,0.4350638972
447,"Losers,-The", 588,2010,action,crime,drama,1.0476190476,0.6227488345,0.511627907,0.5944420693
448,Lost-Highway, 589,1997,fantasy,drama,action,2.1754385965,1.3477369509,0.6850828729,0.6195242435
449,Lost-Horizon, 591,1998,action,adventure,fantasy,1.5882352941,0.9521145088,0.6136363636,0.5994795055
450,Lost-in-Translation, 592,2003,drama,,,3.1538461538,2.0350339851,0.7592592593,0.6452546782
451,Love-and-Basketball, 593,2000,drama,drama,sport,3.4166666667,1.4031485284,0.7735849057,0.4106776181
452,Machete, 594,2010,action,crime,action,1.125,0.701793352,0.5294117647,0.6238163129
453,Machine-Gun-Preacher, 595,2011,action,drama,crime,1.0327868852,0.5495498899,0.5080645161,0.5321038616
454,Magnolia, 598,1999,drama,,,3.6911764706,2.5988857306,0.7868338558,0.7040805963
455,"Majestic,-The-(The-Bijou)", 599,2001,drama,drama,,1.7234042553,0.8664943665,0.6328125,0.5027806818
456,Major-League, 600,1989,comedy,sport,,2.1724137931,1.3645503631,0.6847826087,0.6281263576
457,Malcolm-X, 601,1992,drama,drama,drama,1.9607843137,1.3080224125,0.6622516556,0.6670914304
458,Malibu's-Most-Wanted, 602,2003,comedy,crime,,2.2857142857,1.133579569,0.6956521739,0.4959410614
459,Man-in-the-Iron-Mask, 603,1998,action,adventure,,2.0697674419,1.1242700076,0.6742424242,0.5431866329
460,Man-On-Fire, 604,2004,action,crime,drama,1.4078947368,0.7497022608,0.5846994536,0.532498802
461,Man-on-the-Moon, 605,1999,drama,comedy,drama,4.34375,2.8881873493,0.8128654971,0.6649064401
462,Man-Trouble, 606,1992,comedy,drama,,0.9726027397,0.6120551365,0.4930555556,0.6292961262
463,"Man-Who-Knew-Too-Much,-The", 608,2001,crime,drama,,2.5735294118,1.3782905826,0.7201646091,0.5355643407
464,"Manchurian-Candidate,-The", 609,2004,sci-fi,fantasy,drama,3.0857142857,1.8244861216,0.7552447552,0.5912686505
465,Manhunter, 612,2011,drama,,,2.84375,1.8507151827,0.7398373984,0.6508009434
466,Margin-Call, 613,2011,drama,action,,8.25,3.1851608667,0.8918918919,0.3860801051
467,Margot-at-the-Wedding, 614,2007,comedy,drama,,1.0333333333,0.4916357301,0.5081967213,0.475776513
468,"Mariachi,-El", 615,1992,action,crime,drama,1.1428571429,0.7767891683,0.5333333333,0.6796905222
469,Marley-&-Me, 616,2008,comedy,drama,family,1.6585365854,0.9425650922,0.623853211,0.5683113056
470,Martha-Marcy-May-Marlene, 617,2011,drama,action,,2,0.8678562481,0.6666666667,0.433928124
471,"Master,-The", 621,2012,drama,,,2.05,1.311591483,0.6721311475,0.6398007234
472,"Matrix-Reloaded,-The", 622,2003,sci-fi,action,,0.9036144578,0.3875365043,0.4746835443,0.4288737315
473,"Matrix,-The", 623,1999,sci-fi,action,,4.8378378378,2.9116265042,0.8287037037,0.6018445847
474,Max-Payne, 624,2008,action,crime,drama,1.0571428571,0.6247197624,0.5138888889,0.5909511266
475,Mean-Streets, 626,2011,action,crime,action,1.6756756757,1.0612970313,0.6262626263,0.63335468
476,Meet-Joe-Black, 627,1998,fantasy,drama,,2.7,1.7693835788,0.7297297297,0.6553272514
477,Memento, 630,2000,fantasy,action,,3.1904761905,2.0858520304,0.7613636364,0.653774517
478,Men-in-Black, 632,1997,sci-fi,comedy,action,0.9295774648,0.5434607289,0.4817518248,0.5846319962
479,Men-in-Black-3, 631,2012,sci-fi,comedy,action,1.4166666667,0.6514937262,0.5862068966,0.4598779244
480,"Men-Who-Stare-at-Goats,-The", 633,2009,comedy,war,,1.1369863014,0.6091074972,0.5320512821,0.5357210517
481,Metro, 634,1997,action,comedy,crime,1.488372093,0.9084746865,0.5981308411,0.61038143
482,Miami-Vice, 635,2006,action,crime,action,1.5074626866,0.9513038576,0.6011904762,0.631062955
483,Midnight-Cowboy, 638,2011,fantasy,drama,,1.4631578947,1.040913635,0.594017094,0.7114157937
484,Mighty-Morphin-Power-Rangers-The-Movie, 639,1995,action,adventure,family,0.525,0.2622145105,0.3442622951,0.4994562104
485,Milk, 640,2008,drama,drama,history,2.85,1.530254568,0.7402597403,0.5369314274
486,Mimic, 642,1997,horror,sci-fi,,4.0526315789,2.5031422143,0.8020833333,0.6176584685
487,Mini's-First-Time, 643,2006,comedy,crime,drama,2.8717948718,1.7730859253,0.7417218543,0.617413849
488,Mission-Impossible, 648,1996,action,adventure,action,3.2448979592,1.946860819,0.7644230769,0.5999759757
489,Mission-Impossible-II, 647,2000,action,adventure,action,2.25,0.7596799174,0.6923076923,0.3376355188
490,Mission-to-Mars, 649,2000,sci-fi,drama,sci-fi,1.347826087,0.7300475309,0.5740740741,0.5416481681
491,Moneyball, 650,2011,drama,drama,sport,1.5789473684,1.1914019261,0.612244898,0.7545545532
492,Monkeybone, 651,2001,fantasy,comedy,,1.3448275862,0.8701878904,0.5735294118,0.6470627903
493,Monte-Carlo, 652,2011,comedy,comedy,drama,1.6071428571,0.9382864182,0.6164383562,0.5838226602
494,Moon, 653,2009,sci-fi,drama,,7.0555555556,5.3105780137,0.875862069,0.7526803484
495,Moonrise-Kingdom, 654,2012,drama,comedy,drama,0.7837837838,0.357923781,0.4393939394,0.4566613757
496,Moonstruck, 655,1987,comedy,drama,drama,1.1272727273,0.8407132532,0.5299145299,0.7457940149
497,Mr-Blandings-Builds-His-Dream-House, 657,2007,crime,drama,fantasy,1.724137931,1.2450022774,0.6329113924,0.7221013209
498,Mr-Deeds-Goes-to-Town, 659,1997,drama,drama,history,2.8,1.8039202445,0.7368421053,0.6442572302
499,Mud, 660,2012,drama,,,0.2882882883,0.1638433345,0.2237762238,0.5683315666
500,Mulholland-Drive, 662,2001,fantasy,drama,action,1.3658536585,0.8215497293,0.5773195876,0.6014917661
501,Mumford, 663,1999,comedy,drama,,1.5,0.7983537931,0.6,0.532235862
502,"Mummy,-The", 664,1999,fantasy,adventure,action,1.3409090909,0.6139240317,0.572815534,0.4578416507
503,Music-of-the-Heart, 665,1999,drama,music,,3.5588235294,1.905897283,0.7806451613,0.5355413853
504,My-Best-Friend's-Wedding, 667,1997,comedy,drama,,2.6875,1.5011499005,0.7288135593,0.5585674048
505,My-Mother-Dreams-the-Satan's-Disciples-in-New-York, 669,1998,drama,,,1.2222222222,0.6286817265,0.55,0.514375958
506,My-Week-with-Marilyn, 670,2011,drama,drama,,2.0555555556,1.2828360251,0.6727272727,0.6240823906
507,Nashville, 673,1994,crime,drama,drama,2.3611111111,1.3531961056,0.7024793388,0.5731183506
508,New-York-Minute, 674,2004,comedy,,,2.5333333333,1.2457835892,0.7169811321,0.4917566799
509,Newsies, 675,1992,drama,musical,,0.6818181818,0.3632411463,0.4054054054,0.5327536812
510,Next, 678,2007,sci-fi,drama,action,9.4285714286,4.3735600079,0.904109589,0.4638624251
511,Next-Friday, 676,2000,comedy,,,0.7948717949,0.4256171466,0.4428571429,0.5354538296
512,"Next-Three-Days,-The", 677,2010,crime,drama,drama,2.2897196262,1.2661930111,0.6960227273,0.5529904171
513,Nick-of-Time, 679,1995,action,crime,drama,5.15,2.4505926707,0.837398374,0.475843237
514,Nightmare-on-Elm-Street-The-Final-Chapter, 683,2010,horror,fantasy,action,1.9666666667,1.0246498599,0.6629213483,0.5210084034
515,"Nightmare-on-Elm-Street,-A", 685,2009,drama,musical,drama,1.9583333333,1.1416487916,0.661971831,0.5829695957
516,"Nines,-The", 686,2007,fantasy,drama,,1.8039215686,0.7226641332,0.6433566434,0.4006072912
517,Ninja-Assassin, 687,2009,action,crime,action,2.0465116279,1.2670425403,0.6717557252,0.6191230595
518,Notting-Hill, 690,1999,comedy,drama,drama,2.5882352941,1.6084306692,0.7213114754,0.6214391222
519,Oblivion, 692,2013,fantasy,adventure,action,1.3,0.7004034365,0.5652173913,0.5387718742
