tv,HOUSE,4205,residential,domestic
tv,OFFICE,3398,commercial,workplace
tv,APARTMENT,1750,residential,domestic
tv,BEDROOM,1454,residential,domestic
tv,HALLWAY,1243,liminal,liminal
tv,LIVING,1210,residential,domestic
tv,KITCHEN,1159,residential,domestic
tv,CAR,1040,transport,liminal
tv,HOSPITAL,899,government,workplace
tv,CORRIDOR,885,liminal,liminal
tv,STATION,807,government,workplace
tv,BULLPEN,639,government,workplace
tv,BRIDGE,602,infrastructure,other
tv,POLICE,537,government,workplace
tv,HOME,531,residential,domestic
tv,HALL,488,liminal,liminal
tv,HOTEL,481,residential,domestic
tv,BATHROOM,470,residential,domestic
tv,GRID,430,infrastructure,workplace
tv,HQ,415,government,workplace
tv,SCHOOL,413,educational,workplace
tv,CONFERENCE,411,commercial,workplace
tv,INTERROGATION,398,government,workplace
tv,BAR,392,leisure,workplace
tv,FBI,382,government,workplace
tv,LAB,318,commercial,workplace
tv,CENTER,312,commercial,workplace
tv,CBI,300,government,workplace
tv,LOFT,272,residential,domestic
tv,PRECINCT,272,government,workplace
tv,LOBBY,271,liminal,workplace
tv,RESTAURANT,264,leisure,workplace
tv,VILLA,252,residential,domestic
tv,VAN,244,transport,other
tv,CLUB,237,leisure,workplace
tv,FLAT,235,residential,domestic
tv,DINING,232,residential,domestic
tv,COURTROOM,227,government,workplace
tv,OBSERVATION,215,government,workplace
tv,CHAMBER,213,residential,domestic
tv,SUITE,203,residential,domestic
tv,QUARTERS,202,residential,domestic
tv,STUDIO,201,residential,workplace
tv,CELL,200,government,workplace
tv,WAREHOUSE,197,commercial,workplace
tv,CHURCH,196,religious,other
tv,MANSION,195,residential,domestic
tv,PALACE,194,residential,domestic
tv,RECEPTION,194,commercial,workplace
tv,STORE,193,commercial,workplace
tv,LOUNGE,189,liminal,workplace
tv,FOYER,186,liminal,domestic
tv,GARAGE,186,commercial,domestic
tv,COURT,181,government,workplace
tv,CLASSROOM,176,educational,workplace
tv,STREET,175,infrastructure,liminal
tv,DEPARTMENT,172,commercial,workplace
tv,WAR,172,government,workplace
tv,BUS,169,transport,other
tv,HEADQUARTERS,169,government,workplace
tv,SHIP,164,transport,other
tv,MOTEL,162,residential,domestic
tv,OFFICES,160,commercial,workplace
tv,MEETING,152,commercial,workplace
tv,CABIN,150,residential,domestic
tv,ELEVATOR,150,liminal,liminal
tv,STUDY,150,residential,workplace
tv,SHERIFF,148,government,workplace
tv,DECK,144,government,workplace
tv,SHOP,144,commercial,workplace
tv,SURVEILLANCE,142,government,workplace
tv,CASTLE,134,residential,domestic
tv,PARK,134,leisure,workplace
tv,CLINIC,132,government,workplace
tv,DESK,131,commercial,workplace
tv,TRUCK,130,transport,other
tv,LIBRARY,128,educational,workplace
tv,PRISON,128,government,workplace
tv,GYM,126,leisure,workplace
tv,UNIT,126,government,workplace
tv,BAY,125,government,workplace
tv,INTERVIEW,123,commercial,workplace
tv,PENTHOUSE,123,residential,domestic
tv,CONTROL,120,government,workplace
tv,COURTHOUSE,120,government,workplace
tv,ENGINEERING,116,commercial,workplace
tv,COMMAND,114,government,workplace
tv,FAMILY,113,residential,domestic
tv,ANIMAL,110,commercial,workplace
tv,MEDICAL,110,government,workplace
tv,ST,110,infrastructure,liminal
tv,LOCKER,104,educational,workplace
tv,UNIVERSITY,104,educational,workplace
tv,SICKBAY,102,government,workplace
tv,ENTERPRISE,101,government,workplace
tv,HILLS,101,infrastructure,domestic
tv,SECURITY,100,commercial,workplace
tv,UNDERGROUND,100,commercial,liminal
tv,TUNNEL,99,liminal,liminal
tv,RESIDENCE,98,residential,domestic
tv,CASINO,97,leisure,workplace
tv,KING,97,religious,liminal
tv,DEN,95,residential,domestic
tv,MUSEUM,95,educational,workplace
tv,TUNNELS,95,infrastructure,liminal
tv,SCHOOLCORRIDOR,94,educational,workplace
tv,AIRPORT,92,transport,workplace
tv,SHERIFFS,92,government,workplace
tv,PARKING,90,transport,workplace
tv,PLACE,90,infrastructure,workplace
tv,SQUAD,90,government,workplace
tv,SUV,90,transport,workplace
tv,CRIMINAL,89,government,workplace
tv,LAW,89,government,workplace
tv,CONDO,88,residential,workplace
tv,WARD,88,government,workplace
tv,TENT,87,residential,workplace
tv,DINER,85,leisure,workplace
tv,STORAGE,85,commercial,workplace
tv,BANK,84,commercial,workplace
tv,PARTY,84,leisure,domestic
tv,STAIRWELL,84,liminal,liminal
tv,TRAIN,84,transport,other
tv,ARENA,83,commercial,workplace
tv,CAFETERIA,83,leisure,workplace
tv,BALLROOM,79,leisure,domestic
tv,COMPUTER,79,commercial,workplace
tv,ICU,79,government,workplace
tv,DRESSING,77,residential,workplace
tv,FLIGHT,77,transport,other
tv,CAFE,76,leisure,workplace
tv,EXAM,75,educational,workplace
tv,AIRPLANE,73,transport,other
tv,PD,73,government,workplace
tv,CUBICLE,68,commercial,workplace
tv,ESTATE,68,residential,domestic
tv,NEWSROOM,68,commercial,workplace
tv,GUEST,67,residential,domestic
tv,TRANSPORTER,67,transport,other
tv,CSI,65,government,workplace
tv,EMBASSY,65,government,workplace
tv,GATE,65,liminal,workplace
tv,LABORATORY,65,commercial,workplace
tv,FACILITY,64,commercial,workplace
tv,CIA,62,government,workplace
tv,SUBWAY,61,transport,other
tv,TOWNHOUSE,61,residential,domestic
tv,TRANSPORT,61,transport,other
tv,CLOSET,60,residential,domestic
tv,FIRM,60,commercial,workplace
