"title","X","sort","date","genre","genre.2","Genre.3","pilot","X1x01","int.ext.ratio","int.ext.weighted","int.percent","int.0.0","int.0.0~0.25","int.0.25~0.50","int.0.50~0.75","int.0.75~1.0","int.1.0","dom.0.0","dom.0.0~0.25","dom.0.25~0.50","dom.0.50~0.75","dom.0.75~1.0","dom.1.0","work.0.0","work.0.0~0.25","work.0.25~0.50","work.0.50~0.75","work.0.75~1.0","work.1.0"
"497","NUMB3RS_5x14_-_Sneakerhead"," 497"," 550","2014","crime","drama","","n","n"," 3.5833333","3.178261e+00","0.7818182",0,0.88,0.62,0.88,0.53,1,0,0,0.31,0.35,0.38,1,1,1,0.69,0.65,0.62,1
"498","NUMB3RS_5x15_-_Guilt_Trip"," 498"," 551","2010","crime","drama","","n","n"," 5.3333333","7.864198e+00","0.8421053",1,1,0.87,0.73,0.75,1,1,0.5,0.29,0.29,0.44,0,1,0.5,0.71,0.71,0.56,1
"499","Numb3rs_5x15_-_Guilt_Trip(1)"," 499"," 552","2010","crime","drama","","n","n"," 5.3333333","7.864198e+00","0.8421053",1,1,0.87,0.73,0.75,1,1,0.5,0.29,0.29,0.44,0,1,0.5,0.71,0.71,0.56,1
"500","NYC-22_1x01_-_Pilot"," 500"," 553","2011","crime","drama","","y","y"," 1.1875000","1.251646e+00","0.5428571",0,0.72,0.5,0.44,0.5,1,0,0,1,0.4,0.2,0,0,1,0,0.6,0.8,1
"501","Off_The_Map_1x01_-_Pilot"," 501"," 554","1998","drama","action","","y","y"," 2.0000000","1.850340e+00","0.6666667",0,0.65,0.72,0.78,0.47,0,0,0.08,0.2,0.22,0.2,0,1,0.92,0.8,0.78,0.8,0
"502","Oldyweds_1x01_-_Pilot"," 502"," 555","2006","comedy","","","y","y","22.0000000","2.670205e+01","0.9565217",1,0.75,0.86,1,1,1,0,0.83,0.5,0.57,0.33,1,1,0.17,0.5,0.43,0.67,1
"503","Once_Upon_A_Time_1x01_-_Pilot"," 503"," 556","2007","fantasy","action","","y","y"," 2.0000000","2.049955e+00","0.6666667",0,0.67,0.67,0.78,0.56,1,0,0.57,0.33,0.83,1,0,0,0.43,0.67,0.17,0,0
"504","Onion_News_Empire_1x01_-_Pilot"," 504"," 557","2007","comedy","","","y","y"," 3.7777778","5.444444e+00","0.7906977",1,0.73,0.75,0.82,0.89,1,0,0.09,0.1,0,0,0,1,0.91,0.9,1,1,0
"505","Orange_Is_The_New_Black_1x01_-_Pilot"," 505"," 558","2007","comedy","drama","crime","y","y"," 6.3333333","4.428221e+00","0.8636364",1,0.91,0.82,0.75,1,1,1,0.89,0.33,0.5,0.5,1,1,0.11,0.67,0.5,0.5,0
"506","Orphan_Black_1x01_-_Pilot"," 506"," 559","1963","action","drama","sci-fi","y","y"," 3.0357143","4.308570e+00","0.7522124",1,0.86,0.79,0.86,0.55,1,0,0.76,0.25,0.77,0.33,0,0,0.24,0.75,0.23,0.67,0
"507","Orphan_Black_1x02_-_Instinct"," 507"," 560","2010","action","drama","sci-fi","n","n"," 1.7272727","2.157687e+00","0.6333333",0,0.76,0.69,0.39,0.67,1,0,0.67,0.75,0.22,0.6,1,0,0.33,0.25,0.78,0.4,0
"508","Outlander_1x01_-_Sassenach"," 508"," 561","2010","drama","sci-fi","","n","y"," 0.6956522","9.565882e-01","0.4102564",0,0.6,0.55,0.4,0.1,0,1,0.67,0.71,1,1,0,0,0.33,0.29,0,0,0
"509","Outlaw_1x01_-_Pilot"," 509"," 562","2010","drama","","","y","y"," 3.5000000","2.417864e+00","0.7777778",1,0.86,0.71,0.71,0.83,1,1,0.36,0.43,0.44,0.67,1,0,0.64,0.57,0.56,0.33,1
"510","Outnumbered_4x05"," 510"," 563","2010","comedy","drama","","n","n"," 3.1666667","9.764249e+00","0.7600000",0,0.7,0.78,0.62,0.67,1,1,1,1,1,1,1,0,0,0,0,0,0
"511","Outsourced_1x01_-_Pilot"," 511"," 564","2010","comedy","","","y","y"," 2.2500000","3.022901e+00","0.6923077",0,0.5,0.75,1,0.67,1,0,0,0.25,0,0,0,0,1,0.75,1,1,1
"512","Parenthood_1x01_-_Pilot"," 512"," 566","2013","drama","comedy","","y","y"," 2.5000000","2.357677e+00","0.7142857",1,0.59,0.86,0.69,0.54,1,1,0.88,0.25,0.29,0.5,1,0,0.12,0.75,0.71,0.5,0
"513","Parenthood_1x07_-_Whats_Going_On_Down_There"," 513"," 567","2014","drama","comedy","","n","n"," 3.4444444","2.949746e+00","0.7750000",1,0.62,0.91,0.69,0.73,1,0,0.55,0.82,0.88,0.7,1,1,0.45,0.18,0.12,0.3,0
"514","Parks_and_Recreation_1x02_-_Canvassing"," 514"," 568","2013","comedy","","","n","n"," 1.4117647","1.553864e+00","0.5853659",1,0.27,0.45,0.82,0.88,0,0,0.43,0.83,0.64,0.17,0,1,0.57,0.17,0.36,0.83,1
"515","Parks_and_Recreation_2x04_-_Practice_Date"," 515"," 569","2014","comedy","","","n","n"," 8.0000000","1.032955e+01","0.8888889",1,0.89,1,0.89,0.78,1,0,0,0.22,0.11,0.38,0,1,1,0.78,0.89,0.62,1
"516","Parks_and_Recreation_2x07_-_Greg_Pikitis"," 516"," 570","2014","comedy","","","n","n"," 5.0000000","5.355623e+00","0.8333333",1,0.82,1,0.91,0.56,1,0,0.38,0.36,0.36,0.22,0,1,0.62,0.64,0.64,0.78,1
"517","Partners_1x01_-_Pilot"," 517"," 571","2009","comedy","","","y","y","12.0000000","1.006623e+01","0.9230769",1,1,1,0.75,0.75,1,0,0,0,0.33,0,0,1,1,1,0.67,1,1
"518","Party_Down_2x05_-_Steve_Guttenbergs_Birthday"," 518"," 573","2013","comedy","","","n","n"," 4.0000000","2.650435e+00","0.8000000",0,1,1,0.75,0.33,0,0,1,1,1,0.5,0,1,0,0,0,0.5,0
"519","Patito_Feo_1x01_-_Pilot"," 519"," 575","2013","drama","comedy","","y","y"," 3.5000000","3.066349e+00","0.7777778",1,0.71,0.86,0.75,0.83,1,0,0.62,0.43,0.57,0.5,0,1,0.38,0.57,0.43,0.5,0
"520","Perception_1x01_-_Pilot"," 520"," 576","2012","crime","drama","","y","y"," 5.4444444","9.170520e+00","0.8448276",0,0.73,0.93,0.87,0.85,1,0,0.25,0.5,0.42,0.15,1,1,0.75,0.5,0.58,0.85,0
"521","Perfect_Couples_1x01_-_Pilot"," 521"," 577","2013","comedy","","","y","y"," 5.3333333","4.917073e+00","0.8421053",1,0.83,0.79,1,0.89,1,1,0.82,0.91,0.83,1,0,0,0.18,0.09,0.17,0,0
"522","Person_of_Interest_1x01_-_Pilot"," 522"," 578","2011","crime","action","drama","y","y"," 1.2631579","1.384910e+00","0.5581395",0,0.71,0.61,0.39,0.53,0,0,0.38,0.25,0.06,0.05,0,0,0.62,0.75,0.94,0.95,0
"523","Petals_On_The_Wind"," 523"," 579","2012","drama","horror","","n","n"," 4.1578947","5.840377e+00","0.8061224",1,0.85,0.63,0.81,0.77,1,0,0.5,0.42,0.59,0.82,0,0,0.5,0.58,0.41,0.18,0
"524","Playing_House_1x01_-_Pilot"," 524"," 580","2012","comedy","","","y","y"," 3.5000000","2.774103e+00","0.7777778",1,0.71,0.83,0.67,0.5,0,0,0.25,1,0.8,NA,0,1,0.75,0,0.2,NA,0
"525","Political_Animals_1x01_-_Pilot"," 525"," 581","2011","drama","","","y","y"," 5.0000000","8.846547e+00","0.8333333",1,0.82,0.91,0.82,0.78,0,1,0.2,0.7,0.88,0.71,1,0,0.8,0.3,0.12,0.29,0
"526","Power_1x01_-_Not_Exactly_How_We_Planned_"," 526"," 584","2012","crime","drama","","n","y"," 5.5625000","7.807278e+00","0.8476190",1,0.88,0.85,0.69,0.96,1,1,0.21,0.84,0.63,0.47,1,0,0.79,0.16,0.37,0.53,0
"527","Pretty_Little_Liars_1x01_-_Pilot"," 527"," 585","2008","drama","crime","","y","y"," 2.0000000","3.331944e+00","0.6666667",0,0.67,0.64,0.64,0.5,1,0,0.38,0.36,0.67,1,0,0,0.62,0.64,0.33,0,0
"528","Pretty_Little_Liars_1x02_-_The_Jenna_Thing"," 528"," 586","2010","drama","crime","","n","n"," 2.1333333","2.283111e+00","0.6808511",0,0.5,0.92,0.69,0.58,0,0,0.67,0.56,0.78,0.5,0,0,0.33,0.44,0.22,0.5,0
"529","Prime_Suspect_1x01_-_Pilot"," 529"," 587","2011","crime","drama","","y","y"," 3.5833333","2.665950e+00","0.7818182",0,1,0.73,0.93,0.46,0,0,0.57,0.45,0.62,0.25,0,1,0.43,0.55,0.38,0.75,0
"530","Psi_Factor_-_Chronicles_of_the_Paranormal_2x16_-_Night_of_the_Setting_Sun"," 530"," 588","2012","sci-fi","drama","","n","n"," 1.3750000","1.102326e+00","0.5789474",0,0.4,0.73,0.73,0.42,0,0,0,0,0,0,0,1,1,1,1,1,1
"531","Psych_1x11_-_He_Loves_Me_He_Loves_Me_Not_He_Loves_Me_Oops_He's_Dead"," 531"," 589","2010","crime","comedy","","n","n"," 2.8333333","5.071698e+00","0.7391304",0,0.67,0.67,0.83,0.8,1,1,0,NA,0.33,0.67,0,0,1,NA,0.67,0.33,0
"532","Psych_2x01_-_American_Duos"," 532"," 590","2009","crime","comedy","","n","n"," 9.5000000","1.123457e+01","0.9047619",1,0.91,1,0.73,1,1,0,0,0.18,0.5,0.57,0,1,1,0.82,0.5,0.43,1
"533","Psych_2x04_-_Zero_To_Murder_In_Sixty_Seconds"," 533"," 591","2014","crime","comedy","","n","n"," 3.6666667","3.407407e+00","0.7857143",0,0.43,0.86,1,0.86,0,0,0.14,0.17,0.25,0.2,0,0,0.86,0.83,0.75,0.8,0
"534","Pulse_1x01_-_Pilot"," 534"," 592","2009","horror","","","y","y","36.5000000","7.729536e+01","0.9733333",1,0.9,0.95,1,1,1,0,0.45,0.14,0.2,0.33,0,0,0.55,0.86,0.8,0.67,0
"535","Pushing_Daisies_1x01_-_Pilot"," 535"," 593","2010","crime","fantasy","comedy","y","y"," 2.0625000","2.912371e+00","0.6734694",0,0.72,0.64,0.8,0.52,0,0,0.78,1,1,1,0,0,0.22,0,0,0,0
"536","Quantum_Leap_4x14_-_Song_for_the_Soul"," 536"," 595","2010","action","drama","","n","n"," 2.8333333","7.510029e+00","0.7391304",1,0.67,0.5,1,0.8,1,0,0.5,1,0,0.5,0,0,0.5,0,1,0.5,1
"537","Raising_Hope_1x01_-_Pilot"," 537"," 596","2014","comedy","","","y","y"," 3.0000000","2.913580e+00","0.7500000",0,0.6,0.7,0.7,1,1,0,1,0.38,0.67,1,1,0,0,0.62,0.33,0,0
"538","Raising_Hope_1x03_-_Dream_Hoarders"," 538"," 597","2014","comedy","","","n","n"," 2.6000000","2.438458e+00","0.7222222",1,0.8,0.58,0.64,1,1,1,1,0.71,0.75,0.88,1,0,0,0.29,0.25,0.12,0
"539","Raising_Hope_1x04_-_Say_Cheese"," 539"," 598","2007","comedy","","","n","n"," 4.6000000","1.527449e+01","0.8214286",1,0.75,1,0.62,1,1,0,0.6,0.86,0.6,0.8,1,1,0.4,0.14,0.4,0.2,0
"540","Raising_Hope_1x05_-_Happy_Halloween"," 540"," 599","2009","comedy","","","n","n"," 2.0769231","4.672727e+00","0.6750000",1,0.55,0.82,0.55,0.9,1,1,1,0.8,1,1,1,0,0,0.2,0,0,0
"541","Raising_Hope_1x07_-_The_Sniffles"," 541"," 600","2009","comedy","","","n","n"," 6.6666667","7.254545e+00","0.8695652",1,1,1,0.71,0.75,1,1,0.33,0.67,0.6,1,1,0,0.67,0.33,0.4,0,0
"542","Rake_1x01_-_Pilot"," 542"," 601","2010","action","comedy","drama","y","y"," 2.1333333","5.086900e+00","0.6808511",1,0.46,0.77,0.67,0.69,0,1,0.43,0.23,0.86,0.22,0,0,0.57,0.77,0.14,0.78,1
"543","Ray_Donovan_1x01_-_Pilot"," 543"," 602","2010","crime","drama","","y","y"," 1.7200000","4.636407e+00","0.6323529",1,0.5,0.61,0.78,0.62,0,0,0.56,0.44,0.62,0.53,1,1,0.44,0.56,0.38,0.47,1
"544","Reckless_1x01_-_Pilot"," 544"," 603","2014","crime","drama","","y","y"," 1.3703704","2.289330e+00","0.5781250",0,0.62,0.57,0.65,0.65,1,0,0.2,0.59,0.31,0.46,0,0,0.8,0.41,0.69,0.54,1
"545","Rectify_1x01_-_Pilot_1x01"," 545"," 604","2012","drama","","","y","y"," 2.7333333","2.734486e+00","0.7321429",0,0.71,0.79,0.73,0.56,1,0,0,0.64,0.57,0.83,1,0,1,0.36,0.43,0.17,0
"546","Red_Band_Society_1x01_-_Pilot"," 546"," 605","2014","drama","comedy","","y","y"," 4.4615385","4.708427e+00","0.8169014",1,0.74,1,0.72,0.83,1,0,0.18,0.17,0.17,0,0,0,0.82,0.83,0.83,1,0
"547","Red_Oaks_1x01_-_Pilot"," 547"," 606","2013","comedy","","","y","y"," 0.4736842","5.280000e-01","0.3214286",0,0.43,0.57,0,0.29,0,0,0,0,NA,0,0,1,1,1,NA,1,1
"548","Red_Riding_-_1974"," 548"," 607","2011","crime","drama","","n","n"," 2.4000000","3.675565e+00","0.7058824",0,0.72,0.68,0.67,0.59,1,0,0.31,0.73,0.48,0.26,0,0,0.69,0.27,0.52,0.74,0
"549","Red_Widow_1x01_Pilot"," 549"," 608","2008","drama","","","y","y"," 1.2333333","1.872424e+00","0.5522388",0,0.41,0.56,0.6,0.65,1,0,0.27,0.56,0.75,0.75,0,1,0.73,0.44,0.25,0.25,0
"550","Reign_1x01_-_Pilot"," 550"," 609","1991","drama","fantasy","","y","y"," 2.9444444","3.173403e+00","0.7464789",0,0.5,0.78,0.94,0.76,0,0,0.85,1,1,0.83,1,0,0.15,0,0,0.17,0
"551","Restless_Part_1"," 551"," 610","2014","drama","","","n","y"," 0.5000000","5.056763e+00","0.3333333",0,0,1,NA,0,1,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
"552","Resurrection_1x01_-_Pilot"," 552"," 612","2011","fantasy","drama","","y","y"," 1.3666667","2.399171e+00","0.5774648",0,0.61,0.78,0.44,0.47,0,0,0.46,0.2,0.44,0.57,0,0,0.54,0.8,0.56,0.43,1
"553","Revenge_1x09_-_Suspicion"," 553"," 613","2010","crime","drama","","n","n"," 2.9565217","2.611495e+00","0.7472527",0,0.52,0.83,0.87,0.75,0,0,NA,1,0.79,0.8,1,0,NA,0,0.21,0.2,0
"554","Revenge_1x11_-_Duress"," 554"," 614","2010","crime","drama","","n","n"," 1.5714286","1.498299e+00","0.6111111",0,0.52,0.78,0.74,0.38,1,0,NA,0.89,0.75,0.73,1,0,NA,0.11,0.25,0.27,0
"555","Revolution_1x01_-_Pilot"," 555"," 615","2014","action","drama","","y","y"," 0.5200000","9.589044e-01","0.3421053",0,0.52,0.18,0.41,0.48,1,0,1,0.67,0.83,1,1,0,0,0.33,0.17,0,0
"556","Ringer_1x01_-_Pilot"," 556"," 616","2011","crime","drama","","y","y"," 2.4761905","2.497978e+00","0.7123288",0,0.6,0.65,0.84,0.71,1,1,0.75,0.67,0.53,0.71,0,0,0.25,0.33,0.47,0.29,0
"557","Ripper_Street_1x01_-_I_Need_Light"," 557"," 617","2014","crime","","","n","y"," 2.1428571","2.846457e+00","0.6818182",0,0.55,0.82,0.77,0.59,1,0,0.06,0.38,0.35,0.61,0,0,0.94,0.62,0.65,0.39,0
"558","Rita_Rocks_1x01_-_Pilot"," 558"," 618","2009","comedy","","","y","y"," 9.0000000","6.422789e+00","0.9000000",1,0.75,0.75,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0
"559","Rizzoli_and_Isles_1x01_-_Pilot"," 559"," 619","2013","crime","drama","","y","y"," 2.1818182","3.265385e+00","0.6857143",1,0.65,0.67,0.72,0.61,0,1,0.87,0.36,0.45,0.58,0,0,0.13,0.64,0.55,0.42,0
"560","Rizzoli_and_Isles_2x01_-_We_Don't_Need_Another_Hero"," 560"," 620","2008","crime","drama","","n","n"," 5.4000000","1.556098e+01","0.8437500",1,0.75,0.75,1,0.88,1,1,0.5,0.4,0.5,0.25,1,0,0.5,0.6,0.5,0.75,0
"561","Rob_1x01_-_Pilot"," 561"," 621","2010","comedy","","","y","y"," 1.0000000","1.764620e+00","0.5000000",1,0.67,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
"562","Roman's_Empire_1x01"," 562"," 622","1997","comedy","","","n","y"," 2.6923077","5.203488e+00","0.7291667",1,0.75,0.75,0.67,0.75,0,0,0.5,0.73,0.78,0.56,0,1,0.5,0.27,0.22,0.44,1
"563","Romantically_Challenged_1x01_-_Pilot"," 563"," 623","1997","comedy","","","y","y"," 5.5000000","1.308641e+01","0.8461538",1,0.75,0.8,0.75,1,0,1,0.75,0.5,0.5,1,1,0,0.25,0.5,0.5,0,0
"564","Roommates_1x01_-_Pilot"," 564"," 624","1997","comedy","","","y","y","18.0000000","6.520767e+00","0.9473684",1,0.8,1,1,1,1,0,0.5,0,0.4,0.75,1,1,0.5,1,0.6,0.25,0
"565","Rosemarys_Baby_-_Night_One"," 565"," 625","1997","horror","crime","drama","n","y"," 4.0526316","2.959612e+00","0.8020833",1,0.71,0.79,0.75,0.96,1,1,0.71,0.47,0.8,0.38,1,0,0.29,0.53,0.2,0.62,0
"566","Royal_Pains_1x01_-_Pilot"," 566"," 626","1997","comedy","drama","","y","y"," 2.0500000","2.060591e+00","0.6721311",0,0.78,0.63,0.65,0.29,0,0,0.57,0.8,0.83,0.62,0,0,0.43,0.2,0.17,0.38,0
"567","Rubicon_1x01_-_Pilot"," 567"," 627","1997","crime","drama","","y","y"," 1.2857143","1.337071e+00","0.5625000",0,0.62,0.5,0.5,0.5,1,1,0.8,0.33,0.6,0.33,0,0,0.2,0.67,0.4,0.67,1
"568","Running_Wilde_1x01_-_Pilot"," 568"," 628","1997","comedy","","","y","y"," 1.6842105","1.325882e+00","0.6274510",0,0.62,0.54,0.77,0.58,1,0,0.8,1,0.38,0.71,0,0,0.2,0,0.62,0.29,1
"569","Rush_1x01_-_Pilot"," 569"," 629","1998","action","drama","","y","y"," 2.0454545","2.128586e+00","0.6716418",1,0.65,0.82,0.59,0.62,1,1,0.65,0.79,0.43,0.67,0,0,0.35,0.21,0.57,0.33,0
"570","Salem_1x01_-_Pilot"," 570"," 630","1998","fantasy","drama","","y","y"," 0.4444444","5.969632e-01","0.3076923",0,0.39,0.59,0.29,0.36,1,0,0.71,0.92,1,1,1,0,0.29,0.08,0,0,0
"571","Samantha_Who_1x01_-_Pilot"," 571"," 631","1998","comedy","","","y","y"," 7.0000000","6.891775e+00","0.8750000",1,1,0.83,1,0.67,0,0,0.33,0.75,0,1,1,1,0.67,0.25,1,0,0
"572","Sarah_Jane_Adventures_3x01_-_Prisoner_of_the_Judoon_pt1"," 572"," 632","1998","sci-fi","drama","","n","n"," 0.4444444","4.985198e-01","0.3076923",0,0.4,0.1,0.2,0.5,1,0,0.2,1,1,0.33,0,0,0.8,0,0,0.67,1
"573","Sarah_Jane_Adventures_3x02_-_Prisoner_of_the_Judoon_pt2"," 573"," 633","1998","sci-fi","drama","","n","n"," 6.3333333","1.622512e+01","0.8636364",1,0.62,1,0.92,0.75,0,0,0,0,0,0,0,0,1,1,1,1,0
"574","Sarah_Jane_Adventures_4x03_-_The_Vault_of_Secrets_pt1"," 574"," 634","1998","sci-fi","drama","","n","n"," 1.2142857","1.354961e+00","0.5483871",0,0.7,0.2,0.44,0.78,1,0,NA,0,1,0,0,0,NA,1,0,1,0
"575","Sarah_Jane_Adventures_4x04_-_The_Vault_of_Secrets_pt2"," 575"," 635","1998","sci-fi","drama","","n","n"," 3.5714286","4.098666e+00","0.7812500",1,0.3,1,1,0.86,0,1,0.67,0,0,1,0,0,0.33,1,1,0,0
"576","Satisfaction_1x01_-_Pilot"," 576"," 636","1998","drama","","","y","y"," 2.3448276","3.042236e+00","0.7010309",1,0.81,0.64,0.6,0.73,0,1,0.4,0.59,0.8,0.81,1,0,0.6,0.41,0.2,0.19,0
"577","Scandal_1x01_-_Pilot"," 577"," 637","1998","drama","crime","","y","y"," 4.6666667","4.093750e+00","0.8235294",1,0.85,0.85,0.62,1,1,0,0.19,0.33,0.1,0.08,0,1,0.81,0.67,0.9,0.92,1
"578","Scorpion_1x01_-_Pilot"," 578"," 638","1998","action","drama","","y","y"," 2.7058824","3.200938e+00","0.7301587",0,0.62,0.88,0.74,0.69,1,0,0.41,0.12,0.1,0.22,0,0,0.59,0.88,0.9,0.78,1
"579","Sean_Saves_The_World_1x01_-_Pilot"," 579"," 639","1998","comedy","","","y","y","17.0000000","2.448000e+03","0.9444444",1,1,1,1,1,1,1,0,0.5,1,0.33,1,0,1,0.5,0,0.67,0
"580","Secret_Circle_1x01_-_Pilot"," 580"," 641","1998","fantasy","horror","drama","y","y"," 1.0000000","1.217656e+00","0.5000000",0,0.47,0.58,0.58,0.37,1,0,1,0.5,0.8,0.78,1,0,0,0.5,0.2,0.22,0
"581","Secret_Life_of_the_American_Teenager_1x01_-_Pilot"," 581"," 642","1998","drama","comedy","","y","y"," 4.0000000","3.190000e+02","0.8000000",1,1,0.43,0.86,1,1,1,0.33,0.57,0.6,1,0,0,0.67,0.43,0.4,0,0
"582","Seinfeld_3x06_-_The_Parking_Garage"," 582"," 644","1998","comedy","","","n","n","13.0000000","2.107000e+03","0.9285714",1,1,1,1,1,1,0,0.33,0.43,0.5,0.33,1,0,0.67,0.57,0.5,0.67,1
"583","Selfie_1x01_-_Pilot"," 583"," 646","2009","comedy","","","y","y"," 9.3333333","9.860335e+00","0.9032258",1,1,0.8,0.88,0.62,1,1,0.5,0.29,0.5,0.6,0,1,0.5,0.71,0.5,0.4,1
"584","Shameless_1x01_-_Pilot"," 584"," 647","2012","comedy","drama","","y","y"," 3.0769231","7.990356e+00","0.7547170",0,0.67,0.73,0.71,0.85,1,0,0.77,0.9,0.44,0.73,0,0,0.23,0.1,0.56,0.27,0
"585","Sherlock_ep_2_-_The_Blind_Banker"," 585"," 648","2012","crime","drama","","n","n"," 2.7812500","3.610887e+00","0.7355372",1,0.77,0.68,0.65,0.81,0,0,0.33,0.4,0.08,0.25,0,1,0.67,0.6,0.92,0.75,0
"586","Shit_My_Dad_Says_1x01_-_Pilot"," 586"," 649","2010","comedy","","","y","y"," 3.5000000","5.743191e+00","0.7777778",0,0.75,0.67,NA,0.67,0,1,1,1,NA,1,1,0,0,0,NA,0,0
"587","Signed,_Sealed,_Delivered_1x01_-_Pilot"," 587"," 650","2010","drama","","","y","y"," 1.1562500","2.167238e+00","0.5362319",0,0.61,0.44,0.47,0.56,1,1,0.73,0,0.11,0.38,0,0,0.27,1,0.89,0.62,0
"588","Single_Ladies_1x01_-_Pilot"," 588"," 651","2010","comedy","drama","","y","y"," 3.2000000","5.655196e+00","0.7619048",0,0.83,1,0.67,0.33,1,0,1,0.5,1,0.5,0,0,0,0.5,0,0.5,0
"589","Sirens_1x01_-_Pilot"," 589"," 652","2010","comedy","","","y","y"," 1.7142857","1.840467e+00","0.6315789",0,0.5,0.8,0.67,0.4,1,0,0.33,1,0,0.5,1,0,0.67,0,1,0.5,1
"590","Sit_Down,_Shut_Up_1x01_-_Pilot"," 590"," 653","2010","comedy","","","y","y"," 1.0909091","1.612171e+00","0.5217391",0,0.46,0.62,0.58,0.5,0,0,0,0,0,0,0,0,1,1,1,1,0
"591","Sleepy_Hollow_1x01_-_Come_and_See"," 591"," 654","2010","fantasy","action","drama","n","y"," 1.3333333","2.428745e+00","0.5714286",1,0.67,0.64,0.67,0.33,0,0,0.11,0,0.7,0.92,0,1,0.89,1,0.3,0.08,0
"592","Sons_of_Anarchy_1x01_-_Pilot"," 592"," 708","2010","crime","drama","","y","y"," 1.8484848","1.998513e+00","0.6489362",1,0.59,0.64,0.6,0.83,1,0,0.88,0.38,0.45,0.19,1,0,0.12,0.62,0.55,0.81,1
"593","Sons_Of_Tucson_1x01_-_Pilot"," 593"," 709","2010","comedy","","","y","y"," 1.4444444","2.202658e+00","0.5909091",1,0.5,0.5,0.67,0.75,1,0,0.75,0,0.67,0.67,1,0,0.25,1,0.33,0.33,0
"594","South_Park_1x01_-_Cartman_Gets_An_Anal_Probe"," 594"," 603","2010","comedy","","","y","y"," 0.7692308","6.847335e-01","0.4347826",0,0.67,0.5,0.5,0,0,0,0.5,0,0.75,0,0,1,0.5,1,0.25,1,0
"595","South_Park_1x02_-_Weight_Gain_4000"," 595"," 604","2010","comedy","","","n","n"," 1.0000000","1.354919e+00","0.5000000",1,0.9,0.4,0.2,0.5,1,0,0.22,0.11,0,0,0,1,0.78,0.89,1,1,0
"596","South_Park_1x03_-_Volcano"," 596"," 605","2010","comedy","","","n","n"," 0.1290323","1.692970e-01","0.1142857",0,0.33,0,0.11,0,0,1,0,0,0,1,1,0,1,1,1,0,0
"597","South_Park_1x04_-_Big_Gay_Als_Big_Gay_Boatride"," 597"," 606","2010","comedy","","","n","n"," 0.4000000","4.167278e-01","0.2857143",0,0.44,0.22,0.11,0.38,0,0,0.4,0.67,0,0,0,0,0.6,0.33,1,1,0
"598","South_Park_1x05_-_An_Elephant_Makes_Love_To_A_Pig"," 598"," 607","2010","comedy","","","n","n"," 0.9000000","1.380386e+00","0.4736842",0,0.6,0.6,0.4,0.25,0,0,0.2,0.25,0,0.33,0,0,0.8,0.75,1,0.67,1
"599","South_Park_1x06_-_Death"," 599"," 608","2011","comedy","","","n","n"," 1.4285714","1.886614e+00","0.5882353",1,1,0.56,0.33,0.43,0,1,0.62,0.57,1,0.6,0,0,0.38,0.43,0,0.4,1
"600","South_Park_1x07_-_Pinkeye"," 600"," 609","2011","comedy","","","n","n"," 0.6250000","1.164045e+00","0.3846154",0,0.4,0.6,0.3,0.22,0,0,0.2,0.3,0.8,0,0,0,0.8,0.7,0.2,1,0
"601","South_Park_1x08_-_Damien"," 601"," 610","2011","comedy","","","n","n"," 1.0000000","1.571819e+00","0.5000000",0,0.57,0.57,0.43,0.4,1,0,0.2,0,0.2,0.25,0,1,0.8,1,0.8,0.75,1
"602","South_Park_1x09_-_Starvin_Marvin"," 602"," 611","2011","comedy","","","n","n"," 0.6363636","1.453039e+00","0.3888889",0,0.56,0.56,0.22,0.22,0,1,0.5,0.14,0.43,0.6,1,0,0.5,0.86,0.57,0.4,0
"603","South_Park_1x10_-_Mr_Hankey_The_Christmas_Poo"," 603"," 612","2011","comedy","","","n","n"," 2.0000000","2.648752e+00","0.6666667",1,0.43,0.71,0.86,0.67,0,0,0.6,0,0.14,0.2,0,0,0.4,1,0.86,0.8,1
"604","South_Park_1x11_-_Tom's_Rhinoplasty"," 604"," 613","2011","comedy","","","n","n"," 1.1538462","3.985836e+00","0.5357143",1,0.57,0.71,0.57,0.29,0,0,0,0.33,0.25,0.2,1,1,1,0.67,0.75,0.8,0
"605","South_Park_1x12_-_Mecha_Striesand"," 605"," 614","2002","comedy","","","n","n"," 0.8500000","7.497766e-01","0.4594595",0,0.4,0.6,0.5,0.29,1,0,0.5,0.33,0.11,0.25,1,0,0.5,0.67,0.89,0.75,0
"606","South_Park_1x13_-_Cartman's_Mom_Is_A_Dirty_Slut"," 606"," 615","2002","comedy","","","n","n"," 1.2352941","2.007117e+00","0.5526316",0,0.4,0.4,0.8,0.62,0,0,0.5,0.43,0.67,0.57,0,0,0.5,0.57,0.33,0.43,1
"607","South_Park_2x01_-_Terrance_&_Phillip_In_Not_Without_My_Anus"," 607"," 616","2002","comedy","","","n","n"," 1.2727273","1.496960e+00","0.5600000",0,0.71,0.43,0.57,0.5,1,1,1,0.25,1,0.5,1,1,0,0.75,0,0.5,0
