"title","X","sort","date","genre","genre.2","genre.3","int.ext.ratio","int.ext.weighted","int.percent","int.weight.ratio","int.0.0","int.0.0~0.25","int.0.25~0.50","int.0.50~0.75","int.0.75~1.0","int.1.0","dom.0.0","dom.0.0~0.25","dom.0.25~0.50","dom.0.50~0.75","dom.0.75~1.0","dom.1.0","work.0.0","work.0.0~0.25","work.0.25~0.50","work.0.50~0.75","work.0.75~1.0","work.1.0"
"579","Rise-of-the-Planet-of-the-Apes","579"," 775","2011","sci-fi","drama","action"," 1.24038462"," 0.73452974","0.55364807","0.5921790",0,0.68,0.53,0.56,0.45,0,0,0.48,0.65,0.69,0.5,0,0,0.52,0.35,0.31,0.5,0
"580","Road,-The","580"," 777","2009","drama","drama",""," 0.42857143"," 0.22443408","0.30000000","0.5236795",0,0.27,0.38,0.48,0.08,0,0,0.53,0.6,0.73,0.5,0,0,0.47,0.4,0.27,0.5,0
"581","Robin-Hood-Prince-of-Thieves","581"," 778","1991","action","adventure","drama"," 0.45205479"," 0.21654883","0.31132075","0.4790323",0,0.29,0.33,0.19,0.46,1,0,1,0.75,1,0.5,0,0,0,0.25,0,0.5,0
"582","Rock,-The","582"," 779","1996","action","adventure","action"," 1.09322034"," 0.74442073","0.52226721","0.6809430",0,0.55,0.53,0.55,0.46,0,0,0,NA,NA,0.67,0,0,1,NA,NA,0.33,0
"583","RocknRolla","583"," 780","2008","action","crime","action"," 4.16129032"," 2.34168810","0.80625000","0.5627312",1,0.88,0.88,0.68,0.74,0,0,0.14,0.5,0.41,0.48,1,0,0.86,0.5,0.59,0.52,0
"584","Rocky-Horror-Picture-Show,-The","584"," 783","2013","drama","drama",""," 2.00000000"," 0.96378018","0.66666667","0.4818901",0,0.62,0.97,0.97,0.84,1,0,0.57,0.22,0.24,0.21,0,1,0.43,0.78,0.76,0.79,1
"585","Ronin","585"," 784","1998","action","adventure","crime"," 0.89361702"," 0.46330905","0.47191011","0.5184649",1,0.52,0.43,0.39,0.55,0,0,0.54,0.75,0.33,0.29,0,1,0.46,0.25,0.67,0.71,1
"586","Roommate,-The","586"," 785","2011","drama","horror","action"," 3.59523810"," 2.28052219","0.78238342","0.6343174",1,0.7,0.8,0.82,0.79,1,1,0.69,0.67,0.67,0.9,1,0,0.31,0.33,0.33,0.1,0
"587","Roughshod","587"," 787","2008","horror","action",""," 0.19834711"," 0.08695967","0.16551724","0.4384217",0,0.05,0.51,0.03,0.06,1,0,0,0.91,0,0,0,0,1,0.09,1,1,1
"588","Runaway-Bride","588"," 788","1999","comedy","drama",""," 1.41509434"," 0.92345360","0.58593750","0.6525739",0,0.5,0.63,0.56,0.66,1,0,0.61,0.7,0.5,0.47,1,1,0.39,0.3,0.5,0.53,1
"589","Rush","589"," 791","2013","action","drama","drama"," 0.73563218"," 0.43946824","0.42384106","0.5974021",0,0.45,0.33,0.51,0.48,0,0,0.3,0.46,0.21,0.71,0,0,0.7,0.54,0.79,0.29,0
"590","Rush-Hour","590"," 790","1998","action","comedy","crime"," 1.23308271"," 0.79671106","0.55218855","0.6461132",0,0.55,0.54,0.59,0.51,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
"591","Rush-Hour-2","591"," 789","2001","action","comedy","crime"," 1.63414634"," 1.02385635","0.62037037","0.6265390",0,0.54,0.64,0.54,0.77,1,0,0.28,0.9,0.86,0.75,0,0,0.72,0.1,0.14,0.25,0
"592","Rushmore","592"," 792","1998","comedy","drama",""," 1.56250000"," 0.72465073","0.60975610","0.4637765",1,0.86,0.62,0.55,0.42,1,0,0.1,0.09,0.25,0.36,0,1,0.9,0.91,0.75,0.64,1
"593","Rust-and-Bone","593"," 793","2012","drama","drama",""," 1.50909091"," 0.81482043","0.60144928","0.5399413",0,0.51,0.63,0.57,0.66,1,0,0.5,0.36,0.75,0.71,1,0,0.5,0.64,0.25,0.29,0
"594","S.-Darko","594"," 794","2009","fantasy","sci-fi","action"," 0.68539326"," 0.35961666","0.40666667","0.5246866",0,0.28,0.6,0.57,0.24,1,0,0.44,0.54,0.43,0.38,1,0,0.56,0.46,0.57,0.62,1
"595","Salton-Sea,-The","595"," 795","2002","crime","drama","fantasy"," 1.71698113"," 1.21156463","0.63194444","0.7056365",1,0.58,0.75,0.61,0.58,0,1,0.83,0.32,0.4,0.63,0,0,0.17,0.68,0.6,0.37,0
"596","Sandlot-Kids,-The","596"," 796","1993","comedy","drama","family"," 0.40707965"," 0.19331088","0.28930818","0.4748724",0,0.37,0.24,0.32,0.26,1,0,0.76,0.82,1,0.9,0,0,0.24,0.18,0,0.1,0
"597","Save-the-Last-Dance","597"," 797","2001","drama","music ","drama"," 1.95121951"," 1.05765713","0.66115702","0.5420493",0,0.62,0.6,0.68,0.62,1,0,0.27,0.62,0.67,0.21,0,0,0.73,0.38,0.33,0.79,1
"598","Saving-Mr.-Banks","598"," 798","2013","drama","comedy","drama"," 1.40983607"," 0.87045507","0.58503401","0.6174158",0,0.45,0.7,0.51,0.67,1,0,0.63,0.42,0.72,0.46,0,0,0.37,0.58,0.28,0.54,1
"599","Saving-Private-Ryan","599"," 799","1998","action","drama","war"," 0.14814815"," 0.07303870","0.12903226","0.4930112",0,0.41,0.12,0.06,0,0,0,0.09,NA,0,0,0,0,0.91,NA,1,1,0
"600","Scarface","600"," 802","1993","drama","drama","history"," 0.77272727"," 0.50970594","0.43589744","0.6596195",1,0.33,0.42,0.33,0.78,1,0,0,1,1,0.5,0,1,1,0,0,0.5,0
"601","Scott-Pilgrim-vs-the-World","601"," 803","2010","fantasy","comedy","action"," 2.88461538"," 1.57723283","0.74257426","0.5467740",0,0.67,0.92,0.67,0.7,1,0,0.79,0.35,0.93,0.71,0,0,0.21,0.65,0.07,0.29,0
"602","Scream","602"," 806","1996","horror","fantasy",""," 1.57500000"," 0.97917191","0.61165049","0.6216965",1,0.5,0.65,0.62,0.68,1,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
"603","Scream-2","603"," 804","1997","horror","fantasy",""," 1.46666667"," 0.79458308","0.59459459","0.5417612",0,0.68,0.68,0.53,0.47,1,0,0.5,0.69,0.5,0,0,0,0.5,0.31,0.5,1,1
"604","Scream-3","604"," 805","2000","horror","fantasy",""," 1.83333333"," 1.28657968","0.64705882","0.7017707",0,0.53,0.65,0.65,0.76,0,0,1,1,0.25,NA,0,0,0,0,0.75,NA,0
"605","Se7en","605"," 807","1995","drama","fantasy","action"," 2.84615385"," 1.83442822","0.74000000","0.6445288",0,0.8,0.78,0.8,0.58,1,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
"606","Searchers,-The","606"," 809","2008","comedy","sport",""," 0.30409357"," 0.21237349","0.23318386","0.6983820",0,0.19,0.16,0.33,0.27,0,0,0.4,0.58,0.11,0.56,0,0,0.6,0.42,0.89,0.44,0
"607","Sense-and-Sensibility","607"," 810","1995","drama","drama",""," 1.25301205"," 0.83178483","0.55614973","0.6638283",0,0.69,0.53,0.53,0.47,0,0,0.65,0.41,0.93,0.56,0,0,0.35,0.59,0.07,0.44,1
"608","Serenity","608"," 811","2005","sci-fi","adventure","action"," 1.81250000"," 1.15814648","0.64444444","0.6389774",0,0.64,0.67,0.57,0.69,0,0,0.21,0.73,0.43,0.44,0,1,0.79,0.27,0.57,0.56,0
"609","Sessions,-The","609"," 813","2012","drama","comedy","drama"," 2.28260870"," 1.47947031","0.69536424","0.6481489",0,0.63,0.68,0.74,0.73,1,0,0,0.5,NA,0,0,0,1,0.5,NA,1,0
"610","Sexual-Life","610"," 816","2005","comedy","drama",""," 4.43750000"," 2.52001984","0.81609195","0.5678918",0,0.77,0.73,0.95,0.81,0,0,0.71,0.61,0.88,0.73,0,0,0.29,0.39,0.12,0.27,0
"611","Shakespeare-in-Love","611"," 817","1998","comedy","drama","drama"," 2.55555556"," 1.40289052","0.71875000","0.5489572",1,0.6,0.88,0.56,0.83,1,0,0.73,0.56,0.52,0.03,0,0,0.27,0.44,0.48,0.97,0
"612","Shallow-Grave","612"," 818","1994","crime","action","","14.91666667"," 8.60991935","0.93717277","0.5772013",1,0.96,0.9,0.92,0.98,1,0,0.75,0.61,0.82,0.92,0,0,0.25,0.39,0.18,0.08,0
"613","Shame","613"," 819","2011","drama","",""," 3.48000000"," 2.15937941","0.77678571","0.6205113",1,0.9,0.83,0.69,0.69,1,1,0.54,0.74,0.7,0.67,0,0,0.46,0.26,0.3,0.33,0
"614","She's-Out-of-My-League","614"," 821","2010","comedy","drama",""," 4.46666667"," 2.45521844","0.81707317","0.5496758",1,0.86,0.86,0.67,0.89,0,0,0,0.6,0.33,0.19,0,1,1,0.4,0.67,0.81,0
"615","Sherlock-Holmes","615"," 822","2009","action","adventure","crime"," 2.40476190"," 1.34887523","0.70629371","0.5609184",0,0.83,0.47,0.78,0.75,1,0,0.14,0.38,0.6,0.71,0,0,0.86,0.62,0.4,0.29,0
"616","Shifty","616"," 823","2008","action","",""," 2.22222222"," 0.99027163","0.68965517","0.4456222",1,0.76,0.54,0.7,0.74,1,0,1,0.91,0.96,1,1,0,0,0.09,0.04,0,0
"617","Shining,-The","617"," 825","2001","drama","",""," 3.50980392"," 2.59439533","0.77826087","0.7391853",0,0.79,0.97,0.88,0.46,0,0,0.91,0.8,0.56,1,1,0,0.09,0.2,0.44,0,0
"618","Shivers","618"," 827","2007","comedy","adventure","comedy","15.80000000","10.31657803","0.94047619","0.6529480",0,0.95,0.9,0.95,0.95,1,1,0.64,0.29,0.58,0.56,1,0,0.36,0.71,0.42,0.44,1
"619","Sideways","619"," 829","2004","comedy","drama","drama"," 0.93975904"," 0.59592307","0.48447205","0.6341233",0,0.52,0.55,0.5,0.41,1,1,0.88,0.89,0.78,0.63,0,0,0.12,0.11,0.22,0.37,0
"620","Signs","620"," 831","2002","horror","sci-fi","action"," 1.89285714"," 0.97341912","0.65432099","0.5142592",1,0.33,0.67,0.81,0.83,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
"621","Silence-of-the-Lambs","621"," 832","1991","crime","drama","action"," 2.50000000"," 1.72409219","0.71428571","0.6896369",1,0.71,0.88,0.62,0.67,0,1,0.43,0.38,0.5,0.7,0,0,0.57,0.62,0.5,0.3,0
"622","Silver-Bullet","622"," 834","2012","comedy","drama","drama"," 0.70666667"," 0.37105355","0.41406250","0.5250758",0,0.4,0.39,0.24,0.64,1,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
"623","Simone","623"," 835","2002","fantasy","drama","comedy"," 1.82352941"," 0.79452270","0.64583333","0.4357060",0,0.47,0.75,0.78,0.58,1,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
"624","Sister-Act","624"," 837","1992","comedy","music","musical"," 2.31818182"," 1.70884410","0.69863014","0.7371484",1,0.78,0.7,0.65,0.67,1,0,0.33,0.07,0.4,0.38,0,1,0.67,0.93,0.6,0.62,0
"625","Sleepless-in-Seattle","625"," 839","1993","comedy","drama","drama"," 1.67187500"," 1.16209885","0.62573099","0.6950872",0,0.6,0.72,0.51,0.68,1,0,0.76,0.79,0.68,0.3,0,0,0.24,0.21,0.32,0.7,1
"626","Sleepy-Hollow","626"," 840","1999","fantasy","horror","drama"," 1.01960784"," 0.49000440","0.50485437","0.4805812",0,0.46,0.62,0.56,0.38,0,0,0.5,NA,NA,NA,0,0,0.5,NA,NA,NA,0
"627","Sling-Blade","627"," 841","1996","drama","",""," 1.93103448"," 1.03103171","0.65882353","0.5339271",1,0.82,0.82,0.45,0.53,0,0,0.1,0.38,0.56,0.54,1,1,0.9,0.62,0.44,0.46,0
"628","Slither","628"," 842","2006","comedy","horror","sci-fi"," 1.11956522"," 0.60030861","0.52820513","0.5361980",1,0.61,0.57,0.4,0.54,0,0,0.57,0.49,0.35,0.69,0,1,0.43,0.51,0.65,0.31,1
"629","Slumdog-Millionaire","629"," 843","2008","drama","drama",""," 2.21311475"," 1.19509695","0.68877551","0.5400068",1,0.74,0.46,0.76,0.78,0,1,0.08,0.47,0.62,0.21,0,0,0.92,0.53,0.38,0.79,0
"630","Smashed","630"," 844","2012","drama","",""," 2.19047619"," 1.41470168","0.68656716","0.6458421",1,0.55,0.7,0.64,0.76,1,0,0.38,0.47,0.53,0.4,1,1,0.62,0.53,0.47,0.6,0
"631","Smokin'-Aces","631"," 845","2006","action","crime","drama"," 7.64285714"," 3.71726878","0.88429752","0.4863716",1,0.9,0.79,0.97,0.89,1,0,0.57,0.71,0.95,1,0,0,0.43,0.29,0.05,0,0
"632","Snatch","632"," 846","2000","comedy","crime",""," 1.88372093"," 1.17072091","0.65322581","0.6214938",0,0.65,0.42,0.71,0.84,1,0,0.2,1,0.67,0.5,0,0,0.8,0,0.33,0.5,0
"633","Snow-Falling-On-Cedars","633"," 847","1999","fantasy","drama","drama"," 2.40625000"," 1.38065327","0.70642202","0.5737780",0,0.62,0.72,0.69,0.84,1,0,0.28,0.44,0.41,0.3,1,1,0.72,0.56,0.59,0.7,1
"634","Snow-White-and-the-Huntsman","634"," 848","2012","action","adventure","drama"," 0.51239669"," 0.24183442","0.33879781","0.4719672",0,0.53,0.17,0.3,0.36,1,0,0.55,0.75,0.75,0.5,0,0,0.45,0.25,0.25,0.5,0
"635","So-I-Married-an-Axe-Murderer","635"," 849","1993","comedy","crime","drama"," 2.12903226"," 1.40632185","0.68041237","0.6605451",1,0.52,0.76,0.65,0.76,1,0,0.64,0.6,0.53,0.5,0,1,0.36,0.4,0.47,0.5,0
"636","Social-Network,-The","636"," 850","2010","drama","drama",""," 5.56521739"," 3.05435403","0.84768212","0.5488292",1,0.85,0.77,0.95,0.77,0,0,0.88,0.73,0.61,0.44,0,1,0.12,0.27,0.39,0.56,1
"637","Solaris","637"," 852","1998","sci-fi","drama","action"," 5.94117647"," 4.09799764","0.85593220","0.6897620",0,0.87,0.93,0.93,0.68,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
"638","Someone-To-Watch-Over-Me","638"," 853","1987","crime","drama","drama"," 4.00000000"," 2.52366822","0.80000000","0.6309171",1,0.8,0.77,0.81,0.82,1,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
"639","Something's-Gotta-Give","639"," 854","2003","comedy","drama","drama"," 2.35000000"," 1.28900918","0.70149254","0.5485145",0,0.71,0.78,0.65,0.62,0,0,0.93,0.86,0.71,0.56,0,0,0.07,0.14,0.29,0.44,0
"640","Source-Code","640"," 855","2011","sci-fi","fantasy","action"," 5.92857143"," 4.11993429","0.85567010","0.6949287",1,0.84,0.92,0.92,0.73,1,0,0.2,0.33,0,0,0,0,0.8,0.67,1,1,0
"641","South-Park","641"," 856","1997","comedy","comedy",""," 1.36000000"," 0.74153834","0.57627119","0.5452488",0,0.5,0.8,0.73,0.34,0,0,0.46,0.42,0.4,0.5,0,0,0.54,0.58,0.6,0.5,0
"642","Spanglish","642"," 857","2004","comedy","drama","drama"," 1.51351351"," 0.84297923","0.60215054","0.5569684",1,0.58,0.59,0.55,0.66,0,1,0.83,0.88,0.87,0.64,0,1,0.17,0.12,0.13,0.36,0
"643","Spare-Me","643"," 858","1994","action","",""," 0.64705882"," 0.38145789","0.39285714","0.5895258",0,0.52,0.38,0.29,0.38,0,0,1,0,0.75,1,0,0,0,1,0.25,0,0
"644","Spartan","644"," 859","2004","action","crime","drama"," 1.30357143"," 0.85629045","0.56589147","0.6568803",0,0.61,0.64,0.48,0.53,1,0,0.82,0.4,0.29,0.38,0,0,0.18,0.6,0.71,0.62,0
"645","Speed-Racer","645"," 860","2008","action","family","sport"," 1.98148148"," 1.17711771","0.66459627","0.5940594",1,0.64,0.67,0.73,0.62,1,0,0.4,0.5,0.71,0.63,0,1,0.6,0.5,0.29,0.37,0
"646","Sphere","646"," 861","1998","sci-fi","fantasy","sci-fi"," 8.36842105"," 5.29598477","0.89325843","0.6328535",0,0.89,0.96,0.93,0.79,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
"647","Spider-Man","647"," 862","2002","action","adventure",""," 1.42045455"," 0.88733542","0.58685446","0.6246841",1,0.71,0.63,0.46,0.57,0,0,0.26,0.65,0.6,0.19,0,1,0.74,0.35,0.4,0.81,0
"648","St.-Elmo's-Fire","648"," 864","1996","sci-fi","adventure","sci-fi"," 1.34426230"," 0.85046081","0.57342657","0.6326599",1,0.72,0.47,0.56,0.54,0,0,0.65,0.73,1,0.61,0,1,0.35,0.27,0,0.39,1
"649","Star-Trek-Generations","649"," 865","1994","sci-fi","adventure","fantasy"," 1.40000000"," 0.84027839","0.58333333","0.6001988",0,0.45,0.73,0.68,0.59,1,0,0,0.31,0,0.44,0,0,1,0.69,1,0.56,0
"650","Star-Trek-II-The-Wrath-of-Khan","650"," 867","2002","sci-fi","adventure","sci-fi"," 1.76923077"," 1.45923599","0.63888889","0.8247856",1,0.59,0.7,0.64,0.63,1,0,0.13,0.12,0.21,0.14,0,1,0.87,0.88,0.79,0.86,1
"651","Star-Trek-The-Motion-Picture","651"," 869","2009","sci-fi","adventure","sci-fi"," 2.34782609"," 1.81343284","0.70129870","0.7723881",0,0.61,0.63,0.71,0.85,1,0,0.33,0.23,0,0.27,0,0,0.67,0.77,1,0.73,0
"652","Star-Wars-A-New-Hope","652"," 871","2002","sci-fi","adventure","fantasy"," 1.87951807"," 1.18971341","0.65271967","0.6329885",1,0.58,0.71,0.67,0.66,1,0,0.22,0,0,0,0,0,0.78,1,1,1,0
"653","Star-Wars-The-Empire-Strikes-Back","653"," 875","1999","sci-fi","adventure","fantasy"," 1.35897436"," 0.85614896","0.57608696","0.6299964",0,0.52,0.58,0.48,0.72,0,0,0.05,0,0.58,0.13,0,0,0.95,1,0.42,0.87,0
"654","Starman","654"," 877","1997","sci-fi","sci-fi","war"," 0.78358209"," 0.48067915","0.43933054","0.6134382",0,0.46,0.55,0.46,0.49,0,0,0.58,0.27,0.31,0,0,0,0.42,0.73,0.69,1,0
"655","State-and-Main","655"," 878","2000","comedy","drama",""," 1.51612903"," 0.80213234","0.60256410","0.5290660",0,0.6,0.65,0.74,0.47,0,1,0.25,0.38,0.38,0.29,0,0,0.75,0.62,0.62,0.71,0
"656","Station-West","656"," 881","1990","horror","fantasy",""," 1.02083333"," 0.73822976","0.50515464","0.7231638",0,0.64,0.2,0.64,0.55,1,0,0.46,0.25,0.54,0.27,0,0,0.54,0.75,0.46,0.73,1
"657","Storytelling","657"," 882","2001","comedy","drama","drama"," 1.79166667"," 1.33925056","0.64179104","0.7474887",1,0.59,0.82,0.71,0.44,0,1,0.5,0.73,0.79,0.92,1,0,0.5,0.27,0.21,0.08,0
"658","Strange-Days","658"," 883","1995","action","crime","drama"," 1.69230769"," 1.14531088","0.62857143","0.6767746",1,0.54,0.62,0.6,0.78,1,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
"659","Strangers-on-a-Train","659"," 886","2008","drama","sport",""," 1.29729730"," 0.82178444","0.56470588","0.6334588",0,0.64,0.71,0.5,0.42,1,0,0.44,0.73,0.44,0,0,1,0.56,0.27,0.56,1,1
"660","Sunset-Blvd.","660"," 888","2008","comedy","drama",""," 1.50000000"," 0.66053667","0.60000000","0.4403578",0,1,0.5,0.75,0,0,0,0,1,0,0,0,1,1,0,1,1,1
"661","Super-8","661"," 889","2011","sci-fi","fantasy","action"," 1.13513514"," 0.65368624","0.53164557","0.5758664",0,0.46,0.49,0.5,0.68,0,1,0.58,0.38,0.1,1,0,0,0.42,0.62,0.9,0,0
"662","Superbad","662"," 890","2007","comedy","",""," 1.82352941"," 0.87043668","0.64583333","0.4773362",1,0.69,0.65,0.54,0.64,1,0,0.3,0.32,0.93,0.81,0,0,0.7,0.68,0.07,0.19,1
"663","Supergirl","663"," 892","2006","comedy","",""," 0.91397849"," 0.54905127","0.47752809","0.6007267",0,0.54,0.53,0.29,0.56,0,0,0.66,0.54,0.32,0.89,0,0,0.34,0.46,0.68,0.11,0
"664","Surrogates","664"," 893","2009","sci-fi","sci-fi","action"," 1.96610169"," 1.27093442","0.66285714","0.6464235",0,0.61,0.59,0.68,0.77,1,0,0.65,0.44,0.42,0.39,1,0,0.35,0.56,0.58,0.61,0
"665","Suspect-Zero","665"," 894","2004","crime","action",""," 1.77464789"," 0.95746902","0.63959391","0.5395262",1,0.7,0.67,0.77,0.44,0,0,0.54,0.56,0.84,0.64,0,1,0.46,0.44,0.16,0.36,0
"666","Sweeney-Todd-The-Demon-Barber-of-Fleet-Street","666"," 895","2007","drama","horror","musical"," 0.96428571"," 0.57986577","0.49090909","0.6013423",1,0.43,0.5,0.43,0.62,1,0,0.38,0.12,0.29,0.41,0,0,0.62,0.88,0.71,0.59,1
"667","Sweet-Hereafter,-The","667"," 896","1997","drama","",""," 1.53191489"," 1.02619412","0.60504202","0.6698767",1,0.68,0.57,0.57,0.6,0,1,0.67,0.9,0.56,0.67,0,0,0.33,0.1,0.44,0.33,0
"668","Sweet-Smell-of-Success","668"," 898","2001","action","crime","action"," 2.70833333"," 2.05698960","0.73033708","0.7595039",1,0.64,0.7,0.64,0.88,1,0,0.55,0.78,0.19,0.85,1,0,0.45,0.22,0.81,0.15,0
"669","Synecdoche,-New-York","669"," 899","2008","comedy","drama",""," 3.66000000"," 2.12239147","0.78540773","0.5798884",1,0.86,0.75,0.77,0.72,1,1,0.47,0.59,0.67,0.54,1,0,0.53,0.41,0.33,0.46,1
"670","Syriana","670"," 900","2005","drama","action",""," 1.55263158"," 0.88039686","0.60824742","0.5670353",0,0.44,0.66,0.67,0.64,1,0,0.5,0.44,0.39,0.36,0,0,0.5,0.56,0.61,0.64,1
"671","Take-Shelter","671"," 901","2011","drama","action",""," 2.02500000"," 1.03568023","0.66942149","0.5114470",0,0.65,0.74,0.58,0.71,1,1,0.75,0.52,0.45,0.8,0,0,0.25,0.48,0.55,0.2,0
"672","Taking-Lives","672"," 902","2004","crime","fantasy","action"," 2.41818182"," 1.59464821","0.70744681","0.6594410",1,0.67,0.79,0.64,0.72,0,0,0.3,0.46,0.58,0.56,1,1,0.7,0.54,0.42,0.44,1
"673","Taking-of-Pelham-One-Two-Three,-The","673"," 903","2009","action","crime","action"," 4.61764706"," 2.99454301","0.82198953","0.6484998",0,0.96,0.79,0.71,0.83,0,0,0.56,0.35,0.13,0.4,0,0,0.44,0.65,0.87,0.6,0
"674","Taking-Sides","674"," 904","2001","drama","music","war"," 4.90000000"," 2.81712230","0.83050847","0.5749229",1,0.78,0.88,0.62,0.93,0,0,0.42,0.1,0.29,0.11,0,0,0.58,0.9,0.71,0.89,0
"675","Talented-Mr.-Ripley,-The","675"," 905","1999","crime","drama","action"," 1.11864407"," 0.54227599","0.52800000","0.4847619",1,0.48,0.39,0.59,0.65,1,0,0.71,0.67,0.84,0.79,0,0,0.29,0.33,0.16,0.21,0
"676","Tall-in-the-Saddle","676"," 907","2010","comedy","drama","drama"," 0.78125000"," 0.54868857","0.43859649","0.7023214",0,0.47,0.42,0.58,0.29,1,0,0.5,0.24,0.37,0.95,1,1,0.5,0.76,0.63,0.05,0
"677","Taxi-Driver","677"," 909","2012","comedy","fantasy",""," 1.16666667"," 0.64228607","0.53846154","0.5505309",0,0.7,0.3,0.7,0.44,0,0,0.44,0.44,0.67,0.75,1,1,0.56,0.56,0.33,0.25,0
"678","Terminator","678"," 913","1999","action","action","action"," 1.38000000"," 0.75772436","0.57983193","0.5490756",0,0.57,0.58,0.65,0.5,0,0,0.57,0.42,0.08,0.68,0,1,0.43,0.58,0.92,0.32,0
"679","Terminator-2-Judgement-Day","679"," 910","1991","sci-fi","action",""," 1.53061224"," 0.86404466","0.60483871","0.5645092",0,0.63,0.54,0.5,0.68,1,0,0.19,0.28,0.61,0,0,0,0.81,0.72,0.39,1,0
"680","Terminator-Salvation","680"," 911","2009","sci-fi","sci-fi",""," 1.03389831"," 0.54685271","0.50833333","0.5289231",1,0.5,0.57,0.43,0.53,1,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
"681","Thelma-&-Louise","681"," 914","1991","drama","crime","drama"," 1.25233645"," 0.72671689","0.55601660","0.5802889",1,0.62,0.57,0.5,0.53,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
"682","Thing,-The","682"," 916","2012","comedy","short","drama"," 3.37500000"," 2.05680369","0.77142857","0.6094233",1,0.76,0.8,0.66,0.86,1,0,0.4,0.5,0.67,0.8,0,0,0.6,0.5,0.33,0.2,0
"683","Thirteen-Days","683"," 917","2000","drama","history","action"," 2.65753425"," 1.55071665","0.72659176","0.5835171",0,0.74,0.73,0.82,0.62,1,0,0.55,0.21,0.2,0.21,0,0,0.45,0.79,0.8,0.79,0
"684","This-Boy's-Life","684"," 918","1993","drama","drama",""," 1.84615385"," 1.02033350","0.64864865","0.5526806",0,0.5,0.75,0.66,0.62,0,0,0.76,0.88,0.86,0.52,0,0,0.24,0.12,0.14,0.48,0
"685","This-is-40","685"," 919","2012","comedy","",""," 2.58536585"," 1.31602328","0.72108844","0.5090279",1,0.72,0.79,0.87,0.44,1,1,0.46,0.76,0.48,0.82,0,0,0.54,0.24,0.52,0.18,1
"686","Thor","686"," 920","2011","fantasy","adventure","action"," 0.71681416"," 0.44559849","0.41752577","0.6216374",0,0.54,0.4,0.43,0.3,0,0,0.41,0.15,0.2,0.88,0,0,0.59,0.85,0.8,0.12,0
"687","Three-Kings","687"," 922","2010","drama","drama","short"," 0.75609756"," 0.37562567","0.43055556","0.4967952",0,0.43,0.53,0.46,0.29,1,0,0.6,0.67,0,0,0,0,0.4,0.33,1,1,0
"688","Three-Kings-(Spoils-of-War)","688"," 921","1999","action","adventure","comedy"," 0.23809524"," 0.10875729","0.19230769","0.4567806",0,0.43,0,0.14,0.2,0,0,0,NA,NA,NA,0,0,1,NA,NA,NA,0
"689","Three-Men-and-a-Baby","689"," 923","1987","comedy","drama","family"," 6.44444444"," 3.43699430","0.86567164","0.5333267",1,0.94,0.85,0.79,0.85,1,0,0.88,1,0.95,0.81,1,0,0.12,0,0.05,0.19,0
"690","Three-Musketeers,-The","690"," 924","2011","action","adventure","drama"," 0.56363636"," 0.33711108","0.36046512","0.5981003",0,0.42,0.39,0.26,0.41,1,0,0.8,1,1,1,0,0,0.2,0,0,0,0
"691","Thunderheart","691"," 926","1992","crime","fantasy","action"," 0.62068966"," 0.31794400","0.38297872","0.5122431",0,0.42,0.33,0.42,0.36,1,0,0.46,0.56,0.5,0.22,0,0,0.54,0.44,0.5,0.78,1
"692","Ticker","692"," 927","2001","action","crime","action"," 1.17073171"," 0.67021043","0.53932584","0.5724714",0,0.68,0.58,0.37,0.52,1,0,NA,0.25,0,0.25,0,0,NA,0.75,1,0.75,1
"693","Timber-Falls","693"," 928","2007","horror","action",""," 1.53571429"," 0.70004145","0.60563380","0.4558409",1,0.33,0.61,0.72,0.77,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
"694","Time-Machine,-The","694"," 929","2002","sci-fi","adventure","action"," 0.57500000"," 0.40012593","0.36507937","0.6958712",0,0.56,0.25,0.31,0.33,1,1,0.25,0,0.33,0.17,0,0,0.75,1,0.67,0.83,0
"695","Tin-Cup","695"," 930","1996","comedy","drama","drama"," 0.36842105"," 0.22437409","0.26923077","0.6090154",0,0.38,0.24,0.3,0.16,1,0,0.58,0.69,1,1,0,0,0.42,0.31,0,0,0
"696","Tin-Men","696"," 931","1987","comedy","drama",""," 1.68421053"," 1.20105552","0.62745098","0.7131267",0,0.59,0.67,0.64,0.61,1,0,0.58,0.64,0.39,0.44,0,0,0.42,0.36,0.61,0.56,0
"697","Tinker-Tailor-Soldier-Spy","697"," 932","2011","drama","fantasy","action"," 1.92857143"," 1.23542180","0.65853659","0.6405891",0,0.68,0.63,0.75,0.56,1,0,0.7,0.71,0.46,0.86,0,0,0.3,0.29,0.54,0.14,0
